# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         σ(Zbar)      χ0[eV]       σ(χ0[eV])
   1.251e+20    2.503e+04    9.557e-01    3.818e-09    3.944e+00    1.943e-08
   1.251e+20    2.549e+04    9.591e-01    9.838e-09    3.926e+00    4.970e-08
   1.251e+20    2.596e+04    9.622e-01    5.077e-09    3.906e+00    2.546e-08
   1.251e+20    2.643e+04    9.651e-01    5.789e-09    3.885e+00    2.882e-08
   1.251e+20    2.691e+04    9.677e-01    7.018e-10    3.862e+00    3.467e-09
   1.251e+20    2.740e+04    9.700e-01    1.215e-09    3.839e+00    5.958e-09
   1.251e+20    2.790e+04    9.722e-01    1.779e-09    3.815e+00    8.651e-09
   1.251e+20    2.841e+04    9.742e-01    8.816e-10    3.791e+00    4.254e-09
   1.251e+20    2.893e+04    9.761e-01    7.251e-10    3.765e+00    3.471e-09
   1.251e+20    2.946e+04    9.778e-01    7.079e-09    3.739e+00    3.361e-08
   1.251e+20    3.000e+04    9.793e-01    3.656e-09    3.713e+00    1.722e-08
   1.325e+20    5.000e+03    6.846e-06    6.698e-12    8.889e-03    4.348e-09
   1.325e+20    5.091e+03    8.943e-06    6.848e-12    1.007e-02    3.855e-09
   1.325e+20    5.184e+03    1.163e-05    7.019e-12    1.138e-02    3.433e-09
   1.325e+20    5.279e+03    1.506e-05    7.211e-12    1.283e-02    3.072e-09
   1.325e+20    5.375e+03    1.942e-05    2.755e-11    1.444e-02    1.024e-08
   1.325e+20    5.474e+03    2.493e-05    6.742e-12    1.621e-02    2.192e-09
   1.325e+20    5.574e+03    3.188e-05    6.962e-12    1.817e-02    1.984e-09
   1.325e+20    5.675e+03    4.061e-05    7.205e-12    2.032e-02    1.803e-09
   1.325e+20    5.779e+03    5.152e-05    2.764e-11    2.268e-02    6.086e-09
   1.325e+20    5.885e+03    6.511e-05    6.831e-12    2.527e-02    1.326e-09
   1.325e+20    5.992e+03    8.198e-05    7.103e-12    2.810e-02    1.218e-09
   1.325e+20    6.101e+03    1.028e-04    7.402e-12    3.119e-02    1.123e-09
   1.325e+20    6.213e+03    1.285e-04    6.805e-12    3.456e-02    9.152e-10
   1.325e+20    6.326e+03    1.601e-04    7.109e-12    3.822e-02    8.491e-10
   1.325e+20    6.442e+03    1.987e-04    2.728e-11    4.220e-02    2.899e-09
   1.325e+20    6.560e+03    2.458e-04    6.871e-12    4.652e-02    6.507e-10
   1.325e+20    6.679e+03    3.030e-04    7.211e-12    5.119e-02    6.096e-10
   1.325e+20    6.801e+03    3.723e-04    2.759e-11    5.624e-02    2.086e-09
   1.325e+20    6.926e+03    4.561e-04    7.031e-12    6.169e-02    4.761e-10
   1.325e+20    7.052e+03    5.569e-04    7.433e-12    6.756e-02    4.516e-10
   1.325e+20    7.181e+03    6.779e-04    6.914e-12    7.388e-02    3.776e-10
   1.325e+20    7.312e+03    8.227e-04    7.310e-12    8.068e-02    3.593e-10
   1.325e+20    7.445e+03    9.955e-04    2.764e-11    8.797e-02    1.225e-09
   1.325e+20    7.581e+03    1.201e-03    7.234e-12    9.579e-02    2.895e-10
   1.325e+20    7.720e+03    1.445e-03    2.715e-11    1.042e-01    9.827e-10
   1.325e+20    7.861e+03    1.734e-03    7.202e-12    1.131e-01    2.361e-10
   1.325e+20    8.004e+03    2.075e-03    7.750e-12    1.227e-01    2.306e-10
   1.325e+20    8.151e+03    2.476e-03    7.282e-12    1.329e-01    1.969e-10
   1.325e+20    8.300e+03    2.947e-03    7.786e-12    1.438e-01    1.916e-10
   1.325e+20    8.451e+03    3.498e-03    7.341e-12    1.554e-01    1.647e-10
   1.325e+20    8.605e+03    4.142e-03    7.874e-12    1.677e-01    1.614e-10
   1.325e+20    8.763e+03    4.893e-03    7.449e-12    1.808e-01    1.397e-10
   1.325e+20    8.923e+03    5.765e-03    8.017e-12    1.948e-01    1.378e-10
   1.325e+20    9.086e+03    6.777e-03    7.610e-12    2.096e-01    1.200e-10
   1.325e+20    9.252e+03    7.948e-03    1.712e-12    2.253e-01    2.484e-11
   1.325e+20    9.421e+03    9.301e-03    9.267e-12    2.420e-01    1.239e-10
   1.325e+20    9.593e+03    1.086e-02    3.596e-11    2.597e-01    4.440e-10
   1.325e+20    9.768e+03    1.265e-02    1.289e-11    2.786e-01    1.473e-10
   1.325e+20    9.946e+03    1.470e-02    1.429e-11    2.985e-01    1.514e-10
   1.325e+20    1.013e+04    1.705e-02    5.411e-11    3.197e-01    5.328e-10
   1.325e+20    1.031e+04    1.974e-02    2.149e-11    3.422e-01    1.972e-10
   1.325e+20    1.050e+04    2.280e-02    2.450e-11    3.661e-01    2.099e-10
   1.325e+20    1.069e+04    2.628e-02    2.817e-11    3.915e-01    2.259e-10
   1.325e+20    1.089e+04    3.024e-02    3.268e-11    4.186e-01    2.461e-10
   1.325e+20    1.109e+04    3.472e-02    3.830e-11    4.474e-01    2.716e-10
   1.325e+20    1.129e+04    3.979e-02    4.540e-11    4.782e-01    3.041e-10
   1.325e+20    1.150e+04    4.553e-02    1.193e-10    5.111e-01    7.570e-10
   1.325e+20    1.171e+04    5.199e-02    1.377e-10    5.463e-01    8.303e-10
   1.325e+20    1.192e+04    5.928e-02    6.117e-11    5.840e-01    3.520e-10
   1.325e+20    1.214e+04    6.747e-02    7.518e-11    6.246e-01    4.140e-10
   1.325e+20    1.236e+04    7.666e-02    9.387e-11    6.684e-01    4.966e-10
   1.325e+20    1.258e+04    8.698e-02    1.946e-10    7.157e-01    9.927e-10
   1.325e+20    1.281e+04    9.855e-02    2.328e-10    7.670e-01    1.150e-09
   1.325e+20    1.305e+04    1.115e-01    1.407e-10    8.229e-01    6.755e-10
   1.325e+20    1.329e+04    1.260e-01    1.847e-10    8.838e-01    8.654e-10
   1.325e+20    1.353e+04    1.422e-01    2.888e-10    9.506e-01    1.326e-09
   1.325e+20    1.378e+04    1.603e-01    2.242e-10    1.024e+00    1.013e-09
   1.325e+20    1.403e+04    1.805e-01    2.898e-10    1.105e+00    1.294e-09
   1.325e+20    1.428e+04    2.031e-01    3.540e-10    1.195e+00    1.569e-09
   1.325e+20    1.455e+04    2.284e-01    3.793e-10    1.296e+00    1.676e-09
   1.325e+20    1.481e+04    2.566e-01    3.380e-10    1.409e+00    1.496e-09
   1.325e+20    1.508e+04    2.882e-01    4.747e-10    1.535e+00    2.113e-09
   1.325e+20    1.536e+04    3.234e-01    6.716e-10    1.678e+00    3.020e-09
   1.325e+20    1.564e+04    3.627e-01    3.369e-10    1.840e+00    1.537e-09
   1.325e+20    1.592e+04    4.062e-01    8.280e-10    2.023e+00    3.849e-09
   1.325e+20    1.621e+04    4.540e-01    2.139e-10    2.228e+00    1.017e-09
   1.325e+20    1.651e+04    5.053e-01    1.697e-10    2.455e+00    8.270e-10
   1.325e+20    1.681e+04    5.587e-01    6.967e-11    2.695e+00    3.487e-10
   1.325e+20    1.712e+04    6.116e-01    1.019e-10    2.937e+00    5.233e-10
   1.325e+20    1.743e+04    6.610e-01    3.517e-10    3.167e+00    1.848e-09
   1.325e+20    1.775e+04    7.048e-01    1.323e-09    3.370e+00    7.083e-09
   1.325e+20    1.807e+04    7.424e-01    1.145e-09    3.541e+00    6.221e-09
   1.325e+20    1.840e+04    7.740e-01    8.756e-10    3.681e+00    4.807e-09
   1.325e+20    1.874e+04    8.005e-01    4.564e-10    3.793e+00    2.524e-09
   1.325e+20    1.908e+04    8.229e-01    2.285e-10    3.882e+00    1.269e-09
   1.325e+20    1.943e+04    8.419e-01    1.383e-09    3.953e+00    7.701e-09
   1.325e+20    1.979e+04    8.581e-01    2.531e-10    4.007e+00    1.410e-09
   1.325e+20    2.015e+04    8.721e-01    7.102e-10    4.049e+00    3.952e-09
   1.325e+20    2.051e+04    8.844e-01    1.022e-09    4.080e+00    5.675e-09
   1.325e+20    2.089e+04    8.951e-01    4.078e-09    4.102e+00    2.259e-08
   1.325e+20    2.127e+04    9.045e-01    6.390e-09    4.117e+00    3.527e-08
   1.325e+20    2.166e+04    9.129e-01    8.337e-09    4.126e+00    4.581e-08
   1.325e+20    2.205e+04    9.204e-01    6.063e-09    4.130e+00    3.316e-08
   1.325e+20    2.246e+04    9.271e-01    7.538e-09    4.129e+00    4.101e-08
   1.325e+20    2.287e+04    9.331e-01    6.619e-09    4.124e+00    3.581e-08
   1.325e+20    2.329e+04    9.385e-01    5.773e-09    4.116e+00    3.104e-08
   1.325e+20    2.371e+04    9.434e-01    8.988e-09    4.105e+00    4.803e-08
   1.325e+20    2.414e+04    9.478e-01    9.590e-09    4.092e+00    5.092e-08
   1.325e+20    2.458e+04    9.519e-01    6.939e-09    4.076e+00    3.659e-08
   1.325e+20    2.503e+04    9.555e-01    3.012e-09    4.059e+00    1.577e-08
   1.325e+20    2.549e+04    9.589e-01    9.154e-09    4.040e+00    4.759e-08
   1.325e+20    2.596e+04    9.620e-01    8.791e-09    4.019e+00    4.538e-08
   1.325e+20    2.643e+04    9.648e-01    1.533e-09    3.997e+00    7.852e-09
   1.325e+20    2.691e+04    9.674e-01    2.273e-09    3.974e+00    1.156e-08
   1.325e+20    2.740e+04    9.697e-01    9.002e-10    3.950e+00    4.541e-09
   1.325e+20    2.790e+04    9.719e-01    4.652e-10    3.926e+00    2.329e-09
   1.325e+20    2.841e+04    9.739e-01    6.246e-10    3.900e+00    3.102e-09
   1.325e+20    2.893e+04    9.757e-01    9.065e-09    3.874e+00    4.466e-08
   1.325e+20    2.946e+04    9.774e-01    7.037e-09    3.848e+00    3.439e-08
   1.325e+20    3.000e+04    9.790e-01    3.328e-09    3.820e+00    1.613e-08
   1.404e+20    5.000e+03    6.652e-06    6.864e-12    9.019e-03    4.654e-09
   1.404e+20    5.091e+03    8.690e-06    7.016e-12    1.022e-02    4.124e-09
   1.404e+20    5.184e+03    1.130e-05    7.188e-12    1.154e-02    3.672e-09
   1.404e+20    5.279e+03    1.463e-05    7.383e-12    1.302e-02    3.284e-09
   1.404e+20    5.375e+03    1.887e-05    2.777e-11    1.465e-02    1.078e-08
   1.404e+20    5.474e+03    2.423e-05    6.897e-12    1.645e-02    2.342e-09
   1.404e+20    5.574e+03    3.098e-05    7.123e-12    1.844e-02    2.119e-09
   1.404e+20    5.675e+03    3.946e-05    7.372e-12    2.062e-02    1.926e-09
   1.404e+20    5.779e+03    5.007e-05    2.786e-11    2.302e-02    6.405e-09
   1.404e+20    5.885e+03    6.328e-05    6.987e-12    2.564e-02    1.416e-09
   1.404e+20    5.992e+03    7.968e-05    7.266e-12    2.852e-02    1.301e-09
   1.404e+20    6.101e+03    9.995e-05    2.749e-11    3.165e-02    4.355e-09
   1.404e+20    6.213e+03    1.249e-04    6.962e-12    3.507e-02    9.775e-10
   1.404e+20    6.326e+03    1.556e-04    7.275e-12    3.879e-02    9.071e-10
   1.404e+20    6.442e+03    1.931e-04    2.749e-11    4.283e-02    3.050e-09
   1.404e+20    6.560e+03    2.389e-04    7.032e-12    4.721e-02    6.953e-10
   1.404e+20    6.679e+03    2.946e-04    7.384e-12    5.195e-02    6.517e-10
   1.404e+20    6.801e+03    3.620e-04    2.779e-11    5.708e-02    2.193e-09
   1.404e+20    6.926e+03    4.434e-04    7.203e-12    6.261e-02    5.092e-10
   1.404e+20    7.052e+03    5.415e-04    7.619e-12    6.857e-02    4.833e-10
   1.404e+20    7.181e+03    6.591e-04    7.088e-12    7.499e-02    4.040e-10
   1.404e+20    7.312e+03    8.000e-04    7.499e-12    8.189e-02    3.847e-10
   1.404e+20    7.445e+03    9.681e-04    7.002e-12    8.929e-02    3.238e-10
   1.404e+20    7.581e+03    1.168e-03    7.427e-12    9.723e-02    3.102e-10
   1.404e+20    7.720e+03    1.406e-03    2.732e-11    1.057e-01    1.032e-09
   1.404e+20    7.861e+03    1.687e-03    7.402e-12    1.148e-01    2.532e-10
   1.404e+20    8.004e+03    2.018e-03    2.465e-11    1.245e-01    7.650e-10
   1.404e+20    8.151e+03    2.409e-03    7.493e-12    1.349e-01    2.114e-10
   1.404e+20    8.300e+03    2.867e-03    8.020e-12    1.460e-01    2.059e-10
   1.404e+20    8.451e+03    3.404e-03    7.564e-12    1.577e-01    1.770e-10
   1.404e+20    8.605e+03    4.031e-03    8.122e-12    1.703e-01    1.736e-10
   1.404e+20    8.763e+03    4.762e-03    7.687e-12    1.836e-01    1.503e-10
   1.404e+20    8.923e+03    5.612e-03    8.283e-12    1.978e-01    1.484e-10
   1.404e+20    9.086e+03    6.598e-03    7.867e-12    2.128e-01    1.294e-10
   1.404e+20    9.252e+03    7.740e-03    8.509e-12    2.288e-01    1.287e-10
   1.404e+20    9.421e+03    9.057e-03    9.606e-12    2.458e-01    1.338e-10
   1.404e+20    9.593e+03    1.058e-02    1.049e-11    2.638e-01    1.350e-10
   1.404e+20    9.768e+03    1.232e-02    1.341e-11    2.829e-01    1.596e-10
   1.404e+20    9.946e+03    1.432e-02    1.488e-11    3.031e-01    1.641e-10
   1.404e+20    1.013e+04    1.662e-02    1.662e-11    3.247e-01    1.703e-10
   1.404e+20    1.031e+04    1.924e-02    5.977e-11    3.475e-01    5.704e-10
   1.404e+20    1.050e+04    2.222e-02    6.605e-11    3.718e-01    5.885e-10
   1.404e+20    1.069e+04    2.562e-02    2.957e-11    3.976e-01    2.466e-10
   1.404e+20    1.089e+04    2.949e-02    3.437e-11    4.250e-01    2.690e-10
   1.404e+20    1.109e+04    3.387e-02    9.241e-11    4.543e-01    6.807e-10
   1.404e+20    1.129e+04    3.883e-02    1.048e-10    4.855e-01    7.288e-10
   1.404e+20    1.150e+04    4.443e-02    1.199e-10    5.189e-01    7.893e-10
   1.404e+20    1.171e+04    5.075e-02    5.342e-11    5.546e-01    3.342e-10
   1.404e+20    1.192e+04    5.788e-02    6.485e-11    5.929e-01    3.867e-10
   1.404e+20    1.214e+04    6.589e-02    7.988e-11    6.340e-01    4.555e-10
   1.404e+20    1.236e+04    7.490e-02    9.996e-11    6.784e-01    5.473e-10
   1.404e+20    1.258e+04    8.501e-02    1.951e-10    7.263e-01    1.030e-09
   1.404e+20    1.281e+04    9.635e-02    1.167e-10    7.783e-01    5.955e-10
   1.404e+20    1.305e+04    1.090e-01    1.504e-10    8.349e-01    7.457e-10
   1.404e+20    1.329e+04    1.233e-01    2.379e-10    8.966e-01    1.150e-09
   1.404e+20    1.353e+04    1.392e-01    1.804e-10    9.643e-01    8.541e-10
   1.404e+20    1.378e+04    1.570e-01    2.405e-10    1.039e+00    1.120e-09
   1.404e+20    1.403e+04    1.769e-01    2.879e-10    1.121e+00    1.324e-09
   1.404e+20    1.428e+04    1.992e-01    2.961e-10    1.213e+00    1.350e-09
   1.404e+20    1.455e+04    2.242e-01    4.085e-10    1.315e+00    1.856e-09
   1.404e+20    1.481e+04    2.521e-01    3.318e-10    1.429e+00    1.509e-09
   1.404e+20    1.508e+04    2.834e-01    5.120e-10    1.559e+00    2.340e-09
   1.404e+20    1.536e+04    3.185e-01    2.874e-10    1.705e+00    1.327e-09
   1.404e+20    1.564e+04    3.578e-01    3.205e-10    1.871e+00    1.501e-09
   1.404e+20    1.592e+04    4.016e-01    8.986e-10    2.060e+00    4.287e-09
   1.404e+20    1.621e+04    4.499e-01    1.883e-10    2.274e+00    9.189e-10
   1.404e+20    1.651e+04    5.024e-01    1.306e-10    2.512e+00    6.540e-10
   1.404e+20    1.681e+04    5.573e-01    1.152e-11    2.767e+00    5.927e-11
   1.404e+20    1.712e+04    6.118e-01    1.821e-10    3.025e+00    9.630e-10
   1.404e+20    1.743e+04    6.627e-01    4.508e-10    3.269e+00    2.441e-09
   1.404e+20    1.775e+04    7.074e-01    1.249e-09    3.483e+00    6.899e-09
   1.404e+20    1.807e+04    7.453e-01    1.041e-09    3.661e+00    5.832e-09
   1.404e+20    1.840e+04    7.769e-01    7.458e-10    3.806e+00    4.222e-09
   1.404e+20    1.874e+04    8.033e-01    3.046e-10    3.920e+00    1.736e-09
   1.404e+20    1.908e+04    8.253e-01    3.997e-10    4.010e+00    2.288e-09
   1.404e+20    1.943e+04    8.440e-01    1.145e-09    4.081e+00    6.570e-09
   1.404e+20    1.979e+04    8.599e-01    1.646e-11    4.135e+00    9.449e-11
   1.404e+20    2.015e+04    8.737e-01    3.627e-10    4.176e+00    2.079e-09
   1.404e+20    2.051e+04    8.856e-01    1.444e-10    4.207e+00    8.262e-10
   1.404e+20    2.089e+04    8.961e-01    5.741e-09    4.228e+00    3.275e-08
   1.404e+20    2.127e+04    9.054e-01    6.752e-09    4.243e+00    3.838e-08
   1.404e+20    2.166e+04    9.136e-01    8.391e-09    4.251e+00    4.748e-08
   1.404e+20    2.205e+04    9.209e-01    5.806e-09    4.254e+00    3.269e-08
   1.404e+20    2.246e+04    9.274e-01    7.202e-09    4.252e+00    4.034e-08
   1.404e+20    2.287e+04    9.333e-01    6.062e-09    4.246e+00    3.376e-08
   1.404e+20    2.329e+04    9.386e-01    8.424e-09    4.238e+00    4.664e-08
   1.404e+20    2.371e+04    9.434e-01    8.753e-09    4.226e+00    4.815e-08
   1.404e+20    2.414e+04    9.478e-01    9.304e-09    4.212e+00    5.085e-08
   1.404e+20    2.458e+04    9.518e-01    6.476e-09    4.195e+00    3.515e-08
   1.404e+20    2.503e+04    9.554e-01    7.545e-09    4.177e+00    4.067e-08
   1.404e+20    2.549e+04    9.587e-01    8.158e-09    4.157e+00    4.366e-08
   1.404e+20    2.596e+04    9.618e-01    6.263e-09    4.136e+00    3.327e-08
   1.404e+20    2.643e+04    9.646e-01    1.376e-09    4.113e+00    7.255e-09
   1.404e+20    2.691e+04    9.671e-01    1.626e-09    4.089e+00    8.507e-09
   1.404e+20    2.740e+04    9.695e-01    4.849e-10    4.065e+00    2.518e-09
   1.404e+20    2.790e+04    9.716e-01    1.810e-10    4.039e+00    9.324e-10
   1.404e+20    2.841e+04    9.736e-01    2.398e-09    4.013e+00    1.226e-08
   1.404e+20    2.893e+04    9.754e-01    9.049e-09    3.986e+00    4.588e-08
   1.404e+20    2.946e+04    9.771e-01    6.880e-09    3.959e+00    3.460e-08
   1.404e+20    3.000e+04    9.787e-01    2.593e-09    3.931e+00    1.293e-08
   1.488e+20    5.000e+03    6.464e-06    7.105e-12    9.151e-03    5.029e-09
   1.488e+20    5.091e+03    8.443e-06    7.254e-12    1.037e-02    4.452e-09
   1.488e+20    5.184e+03    1.098e-05    7.426e-12    1.171e-02    3.961e-09
   1.488e+20    5.279e+03    1.422e-05    2.715e-11    1.321e-02    1.261e-08
   1.488e+20    5.375e+03    1.834e-05    6.903e-12    1.487e-02    2.798e-09
   1.488e+20    5.474e+03    2.354e-05    7.108e-12    1.669e-02    2.520e-09
   1.488e+20    5.574e+03    3.011e-05    7.337e-12    1.871e-02    2.280e-09
   1.488e+20    5.675e+03    3.835e-05    7.593e-12    2.092e-02    2.072e-09
   1.488e+20    5.779e+03    4.866e-05    6.930e-12    2.336e-02    1.664e-09
   1.488e+20    5.885e+03    6.150e-05    7.190e-12    2.602e-02    1.522e-09
   1.488e+20    5.992e+03    7.744e-05    7.478e-12    2.894e-02    1.398e-09
   1.488e+20    6.101e+03    9.715e-05    2.767e-11    3.212e-02    4.575e-09
   1.488e+20    6.213e+03    1.214e-04    7.010e-12    3.559e-02    1.028e-09
   1.488e+20    6.326e+03    1.513e-04    7.486e-12    3.936e-02    9.745e-10
   1.488e+20    6.442e+03    1.878e-04    2.766e-11    4.346e-02    3.203e-09
   1.488e+20    6.560e+03    2.323e-04    7.236e-12    4.791e-02    7.469e-10
   1.488e+20    6.679e+03    2.864e-04    7.601e-12    5.272e-02    7.003e-10
   1.488e+20    6.801e+03    3.519e-04    7.044e-12    5.793e-02    5.803e-10
   1.488e+20    6.926e+03    4.311e-04    7.417e-12    6.354e-02    5.473e-10
   1.488e+20    7.052e+03    5.265e-04    2.721e-11    6.960e-02    1.801e-09
   1.488e+20    7.181e+03    6.410e-04    7.302e-12    7.611e-02    4.344e-10
   1.488e+20    7.312e+03    7.780e-04    7.731e-12    8.312e-02    4.139e-10
   1.488e+20    7.445e+03    9.415e-04    7.219e-12    9.064e-02    3.485e-10
   1.488e+20    7.581e+03    1.136e-03    7.663e-12    9.870e-02    3.340e-10
   1.488e+20    7.720e+03    1.367e-03    2.745e-11    1.073e-01    1.082e-09
   1.488e+20    7.861e+03    1.641e-03    7.645e-12    1.166e-01    2.729e-10
   1.488e+20    8.004e+03    1.963e-03    2.473e-11    1.264e-01    8.010e-10
   1.488e+20    8.151e+03    2.343e-03    7.749e-12    1.370e-01    2.280e-10
   1.488e+20    8.300e+03    2.790e-03    2.697e-11    1.482e-01    7.224e-10
   1.488e+20    8.451e+03    3.313e-03    7.833e-12    1.601e-01    1.912e-10
   1.488e+20    8.605e+03    3.923e-03    2.674e-11    1.729e-01    5.961e-10
   1.488e+20    8.763e+03    4.636e-03    7.973e-12    1.864e-01    1.625e-10
   1.488e+20    8.923e+03    5.464e-03    2.659e-11    2.008e-01    4.965e-10
   1.488e+20    9.086e+03    6.424e-03    8.173e-12    2.161e-01    1.401e-10
   1.488e+20    9.252e+03    7.536e-03    1.732e-11    2.323e-01    2.730e-10
   1.488e+20    9.421e+03    8.821e-03    2.931e-11    2.496e-01    4.254e-10
   1.488e+20    9.593e+03    1.030e-02    1.094e-11    2.678e-01    1.466e-10
   1.488e+20    9.768e+03    1.200e-02    3.901e-11    2.872e-01    4.834e-10
   1.488e+20    9.946e+03    1.396e-02    1.558e-11    3.078e-01    1.789e-10
   1.488e+20    1.013e+04    1.619e-02    1.742e-11    3.297e-01    1.858e-10
   1.488e+20    1.031e+04    1.875e-02    1.961e-11    3.529e-01    1.947e-10
   1.488e+20    1.050e+04    2.167e-02    6.620e-11    3.775e-01    6.135e-10
   1.488e+20    1.069e+04    2.499e-02    7.357e-11    4.037e-01    6.378e-10
   1.488e+20    1.089e+04    2.876e-02    8.226e-11    4.316e-01    6.690e-10
   1.488e+20    1.109e+04    3.304e-02    9.260e-11    4.613e-01    7.085e-10
   1.488e+20    1.129e+04    3.788e-02    1.050e-10    4.930e-01    7.581e-10
   1.488e+20    1.150e+04    4.336e-02    4.729e-11    5.268e-01    3.231e-10
   1.488e+20    1.171e+04    4.955e-02    5.678e-11    5.630e-01    3.683e-10
   1.488e+20    1.192e+04    5.652e-02    6.906e-11    6.019e-01    4.267e-10
   1.488e+20    1.214e+04    6.436e-02    8.523e-11    6.436e-01    5.034e-10
   1.488e+20    1.236e+04    7.318e-02    1.650e-10    6.886e-01    9.350e-10
   1.488e+20    1.258e+04    8.309e-02    1.949e-10    7.372e-01    1.064e-09
   1.488e+20    1.281e+04    9.420e-02    1.249e-10    7.899e-01    6.590e-10
   1.488e+20    1.305e+04    1.067e-01    1.614e-10    8.472e-01    8.264e-10
   1.488e+20    1.329e+04    1.206e-01    2.366e-10    9.098e-01    1.180e-09
   1.488e+20    1.353e+04    1.363e-01    1.938e-10    9.784e-01    9.461e-10
   1.488e+20    1.378e+04    1.538e-01    2.589e-10    1.054e+00    1.242e-09
   1.488e+20    1.403e+04    1.734e-01    2.840e-10    1.137e+00    1.344e-09
   1.488e+20    1.428e+04    1.954e-01    3.190e-10    1.230e+00    1.497e-09
   1.488e+20    1.455e+04    2.200e-01    2.710e-10    1.334e+00    1.266e-09
   1.488e+20    1.481e+04    2.477e-01    3.221e-10    1.451e+00    1.505e-09
   1.488e+20    1.508e+04    2.788e-01    5.539e-10    1.582e+00    2.600e-09
   1.488e+20    1.536e+04    3.137e-01    2.723e-10    1.732e+00    1.290e-09
   1.488e+20    1.564e+04    3.530e-01    2.977e-10    1.903e+00    1.431e-09
   1.488e+20    1.592e+04    3.971e-01    9.781e-10    2.099e+00    4.789e-09
   1.488e+20    1.621e+04    4.462e-01    1.549e-10    2.322e+00    7.760e-10
   1.488e+20    1.651e+04    4.998e-01    8.047e-11    2.572e+00    4.141e-10
   1.488e+20    1.681e+04    5.565e-01    6.125e-11    2.844e+00    3.243e-10
   1.488e+20    1.712e+04    6.129e-01    2.789e-10    3.120e+00    1.519e-09
   1.488e+20    1.743e+04    6.653e-01    1.329e-09    3.379e+00    7.418e-09
   1.488e+20    1.775e+04    7.109e-01    1.153e-09    3.605e+00    6.569e-09
   1.488e+20    1.807e+04    7.491e-01    9.145e-10    3.791e+00    5.286e-09
   1.488e+20    1.840e+04    7.806e-01    5.964e-10    3.939e+00    3.483e-09
   1.488e+20    1.874e+04    8.066e-01    1.365e-10    4.055e+00    8.025e-10
   1.488e+20    1.908e+04    8.283e-01    5.836e-10    4.146e+00    3.445e-09
   1.488e+20    1.943e+04    8.466e-01    8.773e-10    4.216e+00    5.189e-09
   1.488e+20    1.979e+04    8.621e-01    3.154e-10    4.269e+00    1.866e-09
   1.488e+20    2.015e+04    8.755e-01    3.436e-11    4.310e+00    2.030e-10
   1.488e+20    2.051e+04    8.872e-01    2.702e-10    4.339e+00    1.592e-09
   1.488e+20    2.089e+04    8.974e-01    7.143e-09    4.360e+00    4.197e-08
   1.488e+20    2.127e+04    9.064e-01    7.115e-09    4.373e+00    4.165e-08
   1.488e+20    2.166e+04    9.144e-01    8.446e-09    4.380e+00    4.922e-08
   1.488e+20    2.205e+04    9.215e-01    5.530e-09    4.382e+00    3.207e-08
   1.488e+20    2.246e+04    9.279e-01    6.735e-09    4.380e+00    3.884e-08
   1.488e+20    2.287e+04    9.337e-01    5.124e-09    4.373e+00    2.938e-08
   1.488e+20    2.329e+04    9.389e-01    8.218e-09    4.363e+00    4.684e-08
   1.488e+20    2.371e+04    9.436e-01    8.454e-09    4.351e+00    4.788e-08
   1.488e+20    2.414e+04    9.479e-01    8.918e-09    4.336e+00    5.017e-08
   1.488e+20    2.458e+04    9.518e-01    5.831e-09    4.318e+00    3.258e-08
   1.488e+20    2.503e+04    9.554e-01    7.124e-09    4.299e+00    3.952e-08
   1.488e+20    2.549e+04    9.586e-01    6.532e-09    4.279e+00    3.598e-08
   1.488e+20    2.596e+04    9.616e-01    9.424e-09    4.256e+00    5.153e-08
   1.488e+20    2.643e+04    9.644e-01    1.750e-09    4.233e+00    9.495e-09
   1.488e+20    2.691e+04    9.669e-01    8.146e-10    4.208e+00    4.387e-09
   1.488e+20    2.740e+04    9.692e-01    5.510e-11    4.183e+00    2.945e-10
   1.488e+20    2.790e+04    9.714e-01    1.989e-10    4.157e+00    1.055e-09
   1.488e+20    2.841e+04    9.733e-01    1.439e-10    4.129e+00    7.568e-10
   1.488e+20    2.893e+04    9.752e-01    8.954e-09    4.102e+00    4.672e-08
   1.488e+20    2.946e+04    9.769e-01    6.540e-09    4.074e+00    3.385e-08
   1.488e+20    3.000e+04    9.784e-01    6.737e-09    4.045e+00    3.459e-08
   1.576e+20    5.000e+03    6.280e-06    7.480e-12    9.285e-03    5.530e-09
   1.576e+20    5.091e+03    8.204e-06    7.618e-12    1.052e-02    4.883e-09
   1.576e+20    5.184e+03    1.067e-05    7.783e-12    1.189e-02    4.335e-09
   1.576e+20    5.279e+03    1.382e-05    2.719e-11    1.340e-02    1.319e-08
   1.576e+20    5.375e+03    1.782e-05    7.207e-12    1.508e-02    3.051e-09
   1.576e+20    5.474e+03    2.288e-05    7.412e-12    1.694e-02    2.744e-09
   1.576e+20    5.574e+03    2.926e-05    7.644e-12    1.898e-02    2.480e-09
   1.576e+20    5.675e+03    3.727e-05    2.715e-11    2.123e-02    7.734e-09
   1.576e+20    5.779e+03    4.729e-05    7.204e-12    2.370e-02    1.806e-09
   1.576e+20    5.885e+03    5.977e-05    7.471e-12    2.641e-02    1.651e-09
   1.576e+20    5.992e+03    7.526e-05    7.767e-12    2.937e-02    1.516e-09
   1.576e+20    6.101e+03    9.442e-05    7.124e-12    3.260e-02    1.230e-09
