# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         σ(Zbar)      χ0[eV]       σ(χ0[eV])
   6.250e+19    5.000e+03    9.951e-06    1.223e-09    7.359e-03    4.523e-07
   6.250e+19    5.091e+03    1.300e-05    1.073e-09    8.335e-03    3.440e-07
   6.250e+19    5.184e+03    1.690e-05    1.999e-09    9.418e-03    5.573e-07
   6.250e+19    5.279e+03    2.188e-05    2.397e-09    1.062e-02    5.819e-07
   6.250e+19    5.375e+03    2.820e-05    3.359e-11    1.195e-02    7.116e-09
   6.250e+19    5.474e+03    3.620e-05    2.316e-09    1.342e-02    4.292e-07
   6.250e+19    5.574e+03    4.628e-05    1.906e-11    1.503e-02    3.095e-09
   6.250e+19    5.675e+03    5.892e-05    6.651e-10    1.681e-02    9.489e-08
   6.250e+19    5.779e+03    7.473e-05    2.382e-09    1.876e-02    2.991e-07
   6.250e+19    5.885e+03    9.441e-05    4.234e-10    2.090e-02    4.688e-08
   6.250e+19    5.992e+03    1.188e-04    1.730e-11    2.323e-02    1.692e-09
   6.250e+19    6.101e+03    1.490e-04    1.898e-11    2.578e-02    1.643e-09
   6.250e+19    6.213e+03    1.861e-04    2.237e-11    2.856e-02    1.717e-09
   6.250e+19    6.326e+03    2.317e-04    1.734e-11    3.158e-02    1.183e-09
   6.250e+19    6.442e+03    2.874e-04    1.900e-11    3.486e-02    1.153e-09
   6.250e+19    6.560e+03    3.553e-04    1.929e-11    3.842e-02    1.044e-09
   6.250e+19    6.679e+03    4.378e-04    1.750e-11    4.226e-02    8.459e-10
   6.250e+19    6.801e+03    5.376e-04    1.930e-11    4.642e-02    8.343e-10
   6.250e+19    6.926e+03    6.581e-04    1.967e-11    5.090e-02    7.621e-10
   6.250e+19    7.052e+03    8.030e-04    1.655e-11    5.573e-02    5.758e-10
   6.250e+19    7.181e+03    9.767e-04    2.236e-11    6.093e-02    6.995e-10
   6.250e+19    7.312e+03    1.184e-03    1.752e-11    6.651e-02    4.938e-10
   6.250e+19    7.445e+03    1.432e-03    2.311e-11    7.250e-02    5.874e-10
   6.250e+19    7.581e+03    1.726e-03    1.948e-11    7.892e-02    4.477e-10
   6.250e+19    7.720e+03    2.075e-03    1.928e-11    8.579e-02    4.010e-10
   6.250e+19    7.861e+03    2.487e-03    1.979e-11    9.313e-02    3.732e-10
   6.250e+19    8.004e+03    2.973e-03    1.682e-11    1.010e-01    2.883e-10
   6.250e+19    8.151e+03    3.543e-03    1.959e-11    1.093e-01    3.055e-10
   6.250e+19    8.300e+03    4.212e-03    1.672e-11    1.183e-01    2.377e-10
   6.250e+19    8.451e+03    4.994e-03    1.947e-11    1.278e-01    2.527e-10
   6.250e+19    8.605e+03    5.906e-03    1.670e-11    1.379e-01    1.983e-10
   6.250e+19    8.763e+03    6.967e-03    1.939e-11    1.486e-01    2.111e-10
   6.250e+19    8.923e+03    8.198e-03    1.490e-11    1.601e-01    1.490e-10
   6.250e+19    9.086e+03    9.623e-03    2.293e-11    1.722e-01    2.111e-10
   6.250e+19    9.252e+03    1.127e-02    2.314e-11    1.851e-01    1.964e-10
   6.250e+19    9.421e+03    1.316e-02    3.075e-11    1.989e-01    2.413e-10
   6.250e+19    9.593e+03    1.534e-02    3.626e-11    2.134e-01    2.637e-10
   6.250e+19    9.768e+03    1.784e-02    3.576e-11    2.289e-01    2.416e-10
   6.250e+19    9.946e+03    2.069e-02    4.390e-11    2.454e-01    2.761e-10
   6.250e+19    1.013e+04    2.395e-02    5.215e-11    2.629e-01    3.063e-10
   6.250e+19    1.031e+04    2.766e-02    5.758e-11    2.815e-01    3.166e-10
   6.250e+19    1.050e+04    3.188e-02    6.381e-11    3.013e-01    3.294e-10
   6.250e+19    1.069e+04    3.666e-02    7.104e-11    3.224e-01    3.455e-10
   6.250e+19    1.089e+04    4.208e-02    7.970e-11    3.450e-01    3.663e-10
   6.250e+19    1.109e+04    4.819e-02    8.380e-11    3.691e-01    3.652e-10
   6.250e+19    1.129e+04    5.508e-02    9.203e-11    3.949e-01    3.816e-10
   6.250e+19    1.150e+04    6.282e-02    1.012e-10    4.225e-01    4.008e-10
   6.250e+19    1.171e+04    7.152e-02    1.555e-10    4.523e-01    5.901e-10
   6.250e+19    1.192e+04    8.126e-02    1.773e-10    4.843e-01    6.473e-10
   6.250e+19    1.214e+04    9.215e-02    1.508e-10    5.188e-01    5.321e-10
   6.250e+19    1.236e+04    1.043e-01    1.931e-10    5.562e-01    6.607e-10
   6.250e+19    1.258e+04    1.179e-01    1.422e-09    5.967e-01    4.737e-09
   6.250e+19    1.281e+04    1.329e-01    3.500e-09    6.407e-01    1.140e-08
   6.250e+19    1.305e+04    1.496e-01    1.684e-09    6.886e-01    5.388e-09
   6.250e+19    1.329e+04    1.681e-01    2.921e-09    7.409e-01    9.214e-09
   6.250e+19    1.353e+04    1.886e-01    2.930e-09    7.982e-01    9.150e-09
   6.250e+19    1.378e+04    2.112e-01    2.710e-09    8.610e-01    8.414e-09
   6.250e+19    1.403e+04    2.360e-01    2.551e-09    9.299e-01    7.905e-09
   6.250e+19    1.428e+04    2.633e-01    4.703e-09    1.006e+00    1.460e-08
   6.250e+19    1.455e+04    2.931e-01    1.725e-09    1.089e+00    5.382e-09
   6.250e+19    1.481e+04    3.255e-01    3.288e-09    1.180e+00    1.035e-08
   6.250e+19    1.508e+04    3.605e-01    2.483e-09    1.280e+00    7.912e-09
   6.250e+19    1.536e+04    3.981e-01    3.194e-09    1.389e+00    1.033e-08
   6.250e+19    1.564e+04    4.380e-01    3.946e-09    1.506e+00    1.298e-08
   6.250e+19    1.592e+04    4.797e-01    5.867e-09    1.630e+00    1.966e-08
   6.250e+19    1.621e+04    5.226e-01    4.241e-09    1.760e+00    1.449e-08
   6.250e+19    1.651e+04    5.658e-01    6.034e-09    1.892e+00    2.103e-08
   6.250e+19    1.681e+04    6.081e-01    5.039e-09    2.023e+00    1.789e-08
   6.250e+19    1.712e+04    6.485e-01    4.031e-09    2.149e+00    1.456e-08
   6.250e+19    1.743e+04    6.862e-01    6.959e-09    2.266e+00    2.552e-08
   6.250e+19    1.775e+04    7.207e-01    5.537e-09    2.373e+00    2.057e-08
   6.250e+19    1.807e+04    7.517e-01    2.582e-09    2.466e+00    9.690e-09
   6.250e+19    1.840e+04    7.792e-01    6.952e-09    2.548e+00    2.630e-08
   6.250e+19    1.874e+04    8.035e-01    4.735e-09    2.616e+00    1.801e-08
   6.250e+19    1.908e+04    8.249e-01    7.153e-09    2.674e+00    2.731e-08
   6.250e+19    1.943e+04    8.437e-01    8.230e-09    2.721e+00    3.149e-08
   6.250e+19    1.979e+04    8.602e-01    7.530e-09    2.760e+00    2.883e-08
   6.250e+19    2.015e+04    8.748e-01    6.280e-09    2.790e+00    2.404e-08
   6.250e+19    2.051e+04    8.876e-01    6.059e-09    2.814e+00    2.315e-08
   6.250e+19    2.089e+04    8.989e-01    8.447e-09    2.832e+00    3.220e-08
   6.250e+19    2.127e+04    9.089e-01    8.041e-09    2.844e+00    3.055e-08
   6.250e+19    2.166e+04    9.178e-01    7.316e-09    2.852e+00    2.769e-08
   6.250e+19    2.205e+04    9.257e-01    7.306e-09    2.856e+00    2.752e-08
   6.250e+19    2.246e+04    9.328e-01    7.131e-09    2.857e+00    2.673e-08
   6.250e+19    2.287e+04    9.391e-01    4.019e-09    2.855e+00    1.498e-08
   6.250e+19    2.329e+04    9.447e-01    2.133e-09    2.850e+00    7.906e-09
   6.250e+19    2.371e+04    9.498e-01    7.113e-09    2.843e+00    2.620e-08
   6.250e+19    2.414e+04    9.543e-01    8.890e-09    2.834e+00    3.253e-08
   6.250e+19    2.458e+04    9.584e-01    9.137e-09    2.823e+00    3.321e-08
   6.250e+19    2.503e+04    9.621e-01    6.058e-09    2.811e+00    2.187e-08
   6.250e+19    2.549e+04    9.654e-01    6.660e-09    2.797e+00    2.387e-08
   6.250e+19    2.596e+04    9.684e-01    7.687e-09    2.783e+00    2.734e-08
   6.250e+19    2.643e+04    9.711e-01    7.139e-09    2.767e+00    2.520e-08
   6.250e+19    2.691e+04    9.736e-01    1.373e-09    2.751e+00    4.809e-09
   6.250e+19    2.740e+04    9.758e-01    5.225e-10    2.734e+00    1.816e-09
   6.250e+19    2.790e+04    9.778e-01    5.265e-10    2.716e+00    1.816e-09
   6.250e+19    2.841e+04    9.796e-01    1.248e-10    2.698e+00    4.269e-10
   6.250e+19    2.893e+04    9.813e-01    1.868e-10    2.679e+00    6.339e-10
   6.250e+19    2.946e+04    9.828e-01    7.597e-09    2.660e+00    2.557e-08
   6.250e+19    3.000e+04    9.842e-01    1.095e-08    2.641e+00    3.656e-08
   6.622e+19    5.000e+03    9.669e-06    2.817e-11    7.467e-03    1.088e-08
   6.622e+19    5.091e+03    1.263e-05    6.661e-12    8.457e-03    2.230e-09
   6.622e+19    5.184e+03    1.642e-05    6.828e-12    9.556e-03    1.987e-09
   6.622e+19    5.279e+03    2.126e-05    7.014e-12    1.078e-02    1.778e-09
   6.622e+19    5.375e+03    2.740e-05    2.751e-11    1.212e-02    6.087e-09
   6.622e+19    5.474e+03    3.517e-05    6.558e-12    1.361e-02    1.269e-09
   6.622e+19    5.574e+03    4.497e-05    6.769e-12    1.525e-02    1.148e-09
   6.622e+19    5.675e+03    5.726e-05    7.001e-12    1.706e-02    1.043e-09
   6.622e+19    5.779e+03    7.262e-05    2.764e-11    1.904e-02    3.624e-09
   6.622e+19    5.885e+03    9.175e-05    6.630e-12    2.121e-02    7.664e-10
   6.622e+19    5.992e+03    1.155e-04    6.888e-12    2.358e-02    7.034e-10
   6.622e+19    6.101e+03    1.448e-04    7.175e-12    2.616e-02    6.486e-10
   6.622e+19    6.213e+03    1.809e-04    6.588e-12    2.898e-02    5.280e-10
   6.622e+19    6.326e+03    2.252e-04    6.873e-12    3.205e-02    4.893e-10
   6.622e+19    6.442e+03    2.794e-04    7.186e-12    3.538e-02    4.554e-10
   6.622e+19    6.560e+03    3.454e-04    6.625e-12    3.898e-02    3.743e-10
   6.622e+19    6.679e+03    4.256e-04    6.941e-12    4.289e-02    3.502e-10
   6.622e+19    6.801e+03    5.226e-04    2.777e-11    4.711e-02    1.254e-09
   6.622e+19    6.926e+03    6.397e-04    6.759e-12    5.166e-02    2.734e-10
   6.622e+19    7.052e+03    7.806e-04    7.113e-12    5.656e-02    2.583e-10
   6.622e+19    7.181e+03    9.496e-04    6.602e-12    6.184e-02    2.156e-10
   6.622e+19    7.312e+03    1.152e-03    6.962e-12    6.750e-02    2.048e-10
   6.622e+19    7.445e+03    1.392e-03    2.789e-11    7.358e-02    7.399e-10
   6.622e+19    7.581e+03    1.679e-03    6.850e-12    8.010e-02    1.643e-10
   6.622e+19    7.720e+03    2.018e-03    7.258e-12    8.707e-02    1.575e-10
   6.622e+19    7.861e+03    2.419e-03    6.838e-12    9.453e-02    1.346e-10
   6.622e+19    8.004e+03    2.891e-03    7.262e-12    1.025e-01    1.298e-10
   6.622e+19    8.151e+03    3.446e-03    6.796e-12    1.110e-01    1.106e-10
   6.622e+19    8.300e+03    4.098e-03    7.234e-12    1.200e-01    1.073e-10
   6.622e+19    8.451e+03    4.859e-03    6.788e-12    1.297e-01    9.191e-11
   6.622e+19    8.605e+03    5.747e-03    7.244e-12    1.400e-01    8.973e-11
   6.622e+19    8.763e+03    6.779e-03    6.816e-12    1.509e-01    7.737e-11
   6.622e+19    8.923e+03    7.978e-03    2.605e-12    1.625e-01    2.716e-11
   6.622e+19    9.086e+03    9.365e-03    8.137e-12    1.748e-01    7.806e-11
   6.622e+19    9.252e+03    1.097e-02    3.698e-11    1.879e-01    3.272e-10
   6.622e+19    9.421e+03    1.281e-02    1.106e-11    2.019e-01    9.044e-11
   6.622e+19    9.593e+03    1.493e-02    1.211e-11    2.166e-01    9.171e-11
   6.622e+19    9.768e+03    1.737e-02    1.588e-11    2.323e-01    1.117e-10
   6.622e+19    9.946e+03    2.015e-02    1.772e-11    2.490e-01    1.160e-10
   6.622e+19    1.013e+04    2.333e-02    1.990e-11    2.668e-01    1.216e-10
   6.622e+19    1.031e+04    2.695e-02    2.253e-11    2.857e-01    1.288e-10
   6.622e+19    1.050e+04    3.106e-02    2.573e-11    3.058e-01    1.381e-10
   6.622e+19    1.069e+04    3.573e-02    2.966e-11    3.272e-01    1.498e-10
   6.622e+19    1.089e+04    4.101e-02    3.455e-11    3.500e-01    1.648e-10
   6.622e+19    1.109e+04    4.698e-02    4.071e-11    3.744e-01    1.841e-10
   6.622e+19    1.129e+04    5.370e-02    4.860e-11    4.006e-01    2.090e-10
   6.622e+19    1.150e+04    6.127e-02    1.698e-10    4.286e-01    6.968e-10
   6.622e+19    1.171e+04    6.977e-02    5.336e-11    4.587e-01    2.097e-10
   6.622e+19    1.192e+04    7.929e-02    6.535e-11    4.911e-01    2.469e-10
   6.622e+19    1.214e+04    8.994e-02    8.140e-11    5.260e-01    2.969e-10
   6.622e+19    1.236e+04    1.018e-01    2.537e-10    5.638e-01    8.970e-10
   6.622e+19    1.258e+04    1.151e-01    9.307e-11    6.047e-01    3.202e-10
   6.622e+19    1.281e+04    1.299e-01    1.198e-10    6.492e-01    4.028e-10
   6.622e+19    1.305e+04    1.462e-01    3.270e-10    6.976e-01    1.079e-09
   6.622e+19    1.329e+04    1.644e-01    1.415e-10    7.505e-01    4.596e-10
   6.622e+19    1.353e+04    1.845e-01    1.889e-10    8.084e-01    6.073e-10
   6.622e+19    1.378e+04    2.067e-01    4.270e-10    8.719e-01    1.363e-09
   6.622e+19    1.403e+04    2.312e-01    2.300e-10    9.416e-01    7.325e-10
   6.622e+19    1.428e+04    2.580e-01    3.188e-10    1.018e+00    1.016e-09
   6.622e+19    1.455e+04    2.874e-01    5.511e-10    1.103e+00    1.765e-09
   6.622e+19    1.481e+04    3.195e-01    3.962e-10    1.195e+00    1.280e-09
   6.622e+19    1.508e+04    3.543e-01    5.362e-10    1.297e+00    1.752e-09
   6.622e+19    1.536e+04    3.917e-01    4.901e-10    1.408e+00    1.625e-09
   6.622e+19    1.564e+04    4.315e-01    6.951e-10    1.528e+00    2.343e-09
   6.622e+19    1.592e+04    4.734e-01    5.584e-10    1.656e+00    1.918e-09
   6.622e+19    1.621e+04    5.165e-01    6.271e-10    1.790e+00    2.197e-09
   6.622e+19    1.651e+04    5.601e-01    1.146e-09    1.927e+00    4.094e-09
   6.622e+19    1.681e+04    6.030e-01    3.645e-10    2.064e+00    1.328e-09
   6.622e+19    1.712e+04    6.441e-01    2.850e-10    2.196e+00    1.057e-09
   6.622e+19    1.743e+04    6.824e-01    1.169e-10    2.319e+00    4.401e-10
   6.622e+19    1.775e+04    7.175e-01    1.058e-10    2.430e+00    4.037e-10
   6.622e+19    1.807e+04    7.490e-01    3.899e-10    2.528e+00    1.504e-09
   6.622e+19    1.840e+04    7.769e-01    8.483e-10    2.613e+00    3.298e-09
   6.622e+19    1.874e+04    8.015e-01    8.371e-10    2.685e+00    3.274e-09
   6.622e+19    1.908e+04    8.232e-01    3.540e-10    2.745e+00    1.390e-09
   6.622e+19    1.943e+04    8.421e-01    5.761e-10    2.795e+00    2.267e-09
   6.622e+19    1.979e+04    8.588e-01    6.831e-10    2.835e+00    2.690e-09
   6.622e+19    2.015e+04    8.734e-01    1.367e-09    2.867e+00    5.381e-09
   6.622e+19    2.051e+04    8.863e-01    1.005e-10    2.892e+00    3.949e-10
   6.622e+19    2.089e+04    8.977e-01    9.437e-09    2.910e+00    3.700e-08
   6.622e+19    2.127e+04    9.078e-01    7.450e-09    2.923e+00    2.912e-08
   6.622e+19    2.166e+04    9.168e-01    6.720e-09    2.932e+00    2.616e-08
   6.622e+19    2.205e+04    9.247e-01    3.265e-09    2.936e+00    1.265e-08
   6.622e+19    2.246e+04    9.318e-01    3.054e-09    2.937e+00    1.178e-08
   6.622e+19    2.287e+04    9.382e-01    4.165e-09    2.935e+00    1.597e-08
   6.622e+19    2.329e+04    9.438e-01    2.281e-09    2.930e+00    8.697e-09
   6.622e+19    2.371e+04    9.489e-01    7.479e-09    2.923e+00    2.834e-08
   6.622e+19    2.414e+04    9.535e-01    9.116e-09    2.914e+00    3.432e-08
   6.622e+19    2.458e+04    9.576e-01    9.474e-09    2.903e+00    3.543e-08
   6.622e+19    2.503e+04    9.614e-01    6.398e-09    2.890e+00    2.376e-08
   6.622e+19    2.549e+04    9.647e-01    7.269e-09    2.877e+00    2.680e-08
   6.622e+19    2.596e+04    9.677e-01    8.139e-09    2.862e+00    2.979e-08
   6.622e+19    2.643e+04    9.705e-01    7.645e-09    2.846e+00    2.777e-08
   6.622e+19    2.691e+04    9.730e-01    6.332e-09    2.829e+00    2.283e-08
   6.622e+19    2.740e+04    9.752e-01    1.964e-10    2.812e+00    7.025e-10
   6.622e+19    2.790e+04    9.773e-01    7.666e-10    2.794e+00    2.721e-09
   6.622e+19    2.841e+04    9.791e-01    2.207e-09    2.775e+00    7.769e-09
   6.622e+19    2.893e+04    9.808e-01    1.223e-10    2.756e+00    4.271e-10
   6.622e+19    2.946e+04    9.824e-01    4.380e-09    2.737e+00    1.517e-08
   6.622e+19    3.000e+04    9.838e-01    8.766e-09    2.717e+00    3.011e-08
   7.016e+19    5.000e+03    9.395e-06    6.585e-12    7.576e-03    2.655e-09
   7.016e+19    5.091e+03    1.227e-05    6.736e-12    8.580e-03    2.355e-09
   7.016e+19    5.184e+03    1.595e-05    6.905e-12    9.696e-03    2.098e-09
   7.016e+19    5.279e+03    2.065e-05    7.094e-12    1.093e-02    1.878e-09
   7.016e+19    5.375e+03    2.663e-05    2.782e-11    1.230e-02    6.427e-09
   7.016e+19    5.474e+03    3.418e-05    6.631e-12    1.381e-02    1.340e-09
   7.016e+19    5.574e+03    4.370e-05    6.845e-12    1.548e-02    1.212e-09
   7.016e+19    5.675e+03    5.564e-05    7.081e-12    1.731e-02    1.102e-09
   7.016e+19    5.779e+03    7.057e-05    2.795e-11    1.932e-02    3.826e-09
   7.016e+19    5.885e+03    8.916e-05    6.704e-12    2.152e-02    8.092e-10
   7.016e+19    5.992e+03    1.122e-04    6.966e-12    2.392e-02    7.428e-10
   7.016e+19    6.101e+03    1.407e-04    2.763e-11    2.655e-02    2.607e-09
   7.016e+19    6.213e+03    1.758e-04    6.661e-12    2.941e-02    5.574e-10
   7.016e+19    6.326e+03    2.189e-04    6.951e-12    3.252e-02    5.167e-10
   7.016e+19    6.442e+03    2.715e-04    2.765e-11    3.590e-02    1.829e-09
   7.016e+19    6.560e+03    3.357e-04    6.699e-12    3.956e-02    3.951e-10
   7.016e+19    6.679e+03    4.137e-04    7.021e-12    4.352e-02    3.698e-10
   7.016e+19    6.801e+03    5.080e-04    2.743e-11    4.781e-02    1.293e-09
   7.016e+19    6.926e+03    6.219e-04    6.836e-12    5.243e-02    2.887e-10
   7.016e+19    7.052e+03    7.589e-04    7.197e-12    5.740e-02    2.728e-10
   7.016e+19    7.181e+03    9.232e-04    6.678e-12    6.276e-02    2.276e-10
   7.016e+19    7.312e+03    1.120e-03    7.044e-12    6.851e-02    2.162e-10
   7.016e+19    7.445e+03    1.354e-03    2.819e-11    7.468e-02    7.806e-10
   7.016e+19    7.581e+03    1.632e-03    6.932e-12    8.130e-02    1.735e-10
   7.016e+19    7.720e+03    1.962e-03    2.545e-11    8.838e-02    5.764e-10
   7.016e+19    7.861e+03    2.352e-03    6.920e-12    9.595e-02    1.421e-10
   7.016e+19    8.004e+03    2.812e-03    7.353e-12    1.040e-01    1.372e-10
   7.016e+19    8.151e+03    3.352e-03    6.879e-12    1.127e-01    1.167e-10
   7.016e+19    8.300e+03    3.986e-03    7.327e-12    1.219e-01    1.133e-10
   7.016e+19    8.451e+03    4.727e-03    6.874e-12    1.316e-01    9.707e-11
   7.016e+19    8.605e+03    5.591e-03    7.339e-12    1.421e-01    9.480e-11
   7.016e+19    8.763e+03    6.597e-03    6.904e-12    1.532e-01    8.172e-11
   7.016e+19    8.923e+03    7.764e-03    7.392e-12    1.649e-01    8.034e-11
   7.016e+19    9.086e+03    9.115e-03    8.255e-12    1.775e-01    8.253e-11
   7.016e+19    9.252e+03    1.068e-02    8.914e-12    1.908e-01    8.217e-11
   7.016e+19    9.421e+03    1.247e-02    1.125e-11    2.049e-01    9.580e-11
   7.016e+19    9.593e+03    1.454e-02    1.232e-11    2.199e-01    9.719e-11
   7.016e+19    9.768e+03    1.691e-02    5.660e-11    2.358e-01    4.144e-10
   7.016e+19    9.946e+03    1.962e-02    1.809e-11    2.528e-01    1.232e-10
   7.016e+19    1.013e+04    2.272e-02    2.034e-11    2.708e-01    1.293e-10
   7.016e+19    1.031e+04    2.625e-02    2.306e-11    2.899e-01    1.371e-10
   7.016e+19    1.050e+04    3.027e-02    2.637e-11    3.103e-01    1.471e-10
   7.016e+19    1.069e+04    3.482e-02    3.045e-11    3.320e-01    1.598e-10
   7.016e+19    1.089e+04    3.997e-02    3.553e-11    3.552e-01    1.760e-10
   7.016e+19    1.109e+04    4.580e-02    4.194e-11    3.799e-01    1.968e-10
   7.016e+19    1.129e+04    5.237e-02    1.480e-10    4.064e-01    6.599e-10
   7.016e+19    1.150e+04    5.976e-02    1.734e-10    4.347e-01    7.376e-10
   7.016e+19    1.171e+04    6.806e-02    5.518e-11    4.652e-01    2.246e-10
   7.016e+19    1.192e+04    7.737e-02    6.774e-11    4.980e-01    2.649e-10
   7.016e+19    1.214e+04    8.779e-02    8.460e-11    5.333e-01    3.192e-10
   7.016e+19    1.236e+04    9.943e-02    2.600e-10    5.715e-01    9.499e-10
   7.016e+19    1.258e+04    1.124e-01    9.691e-11    6.129e-01    3.443e-10
   7.016e+19    1.281e+04    1.269e-01    1.251e-10    6.579e-01    4.340e-10
   7.016e+19    1.305e+04    1.429e-01    3.359e-10    7.068e-01    1.142e-09
   7.016e+19    1.329e+04    1.608e-01    1.480e-10    7.603e-01    4.955e-10
   7.016e+19    1.353e+04    1.805e-01    1.983e-10    8.188e-01    6.563e-10
   7.016e+19    1.378e+04    2.023e-01    4.399e-10    8.830e-01    1.445e-09
   7.016e+19    1.403e+04    2.264e-01    2.420e-10    9.536e-01    7.920e-10
   7.016e+19    1.428e+04    2.529e-01    4.522e-10    1.031e+00    1.480e-09
   7.016e+19    1.455e+04    2.819e-01    2.988e-10    1.117e+00    9.823e-10
   7.016e+19    1.481e+04    3.137e-01    4.193e-10    1.211e+00    1.389e-09
   7.016e+19    1.508e+04    3.481e-01    5.554e-10    1.315e+00    1.861e-09
   7.016e+19    1.536e+04    3.854e-01    5.199e-10    1.428e+00    1.767e-09
   7.016e+19    1.564e+04    4.251e-01    4.991e-10    1.550e+00    1.724e-09
   7.016e+19    1.592e+04    4.671e-01    5.808e-10    1.682e+00    2.045e-09
   7.016e+19    1.621e+04    5.105e-01    8.786e-10    1.821e+00    3.155e-09
   7.016e+19    1.651e+04    5.546e-01    4.005e-10    1.963e+00    1.468e-09
   7.016e+19    1.681e+04    5.980e-01    3.763e-10    2.106e+00    1.406e-09
   7.016e+19    1.712e+04    6.398e-01    2.912e-10    2.244e+00    1.108e-09
   7.016e+19    1.743e+04    6.788e-01    1.783e-09    2.373e+00    6.896e-09
   7.016e+19    1.775e+04    7.145e-01    1.170e-10    2.489e+00    4.586e-10
   7.016e+19    1.807e+04    7.465e-01    4.126e-10    2.593e+00    1.635e-09
   7.016e+19    1.840e+04    7.748e-01    8.870e-10    2.681e+00    3.545e-09
   7.016e+19    1.874e+04    7.997e-01    8.810e-10    2.757e+00    3.543e-09
   7.016e+19    1.908e+04    8.216e-01    3.923e-10    2.820e+00    1.584e-09
   7.016e+19    1.943e+04    8.407e-01    1.790e-09    2.871e+00    7.246e-09
   7.016e+19    1.979e+04    8.575e-01    8.073e-10    2.913e+00    3.270e-09
   7.016e+19    2.015e+04    8.722e-01    1.229e-09    2.946e+00    4.976e-09
   7.016e+19    2.051e+04    8.852e-01    1.177e-09    2.972e+00    4.758e-09
   7.016e+19    2.089e+04    8.967e-01    8.464e-09    2.991e+00    3.414e-08
   7.016e+19    2.127e+04    9.068e-01    7.158e-09    3.005e+00    2.878e-08
   7.016e+19    2.166e+04    9.158e-01    4.378e-09    3.014e+00    1.753e-08
   7.016e+19    2.205e+04    9.238e-01    3.107e-09    3.018e+00    1.239e-08
   7.016e+19    2.246e+04    9.309e-01    3.040e-09    3.019e+00    1.206e-08
   7.016e+19    2.287e+04    9.373e-01    4.267e-09    3.017e+00    1.684e-08
   7.016e+19    2.329e+04    9.430e-01    2.395e-09    3.013e+00    9.397e-09
   7.016e+19    2.371e+04    9.481e-01    7.759e-09    3.005e+00    3.025e-08
   7.016e+19    2.414e+04    9.527e-01    9.324e-09    2.996e+00    3.612e-08
   7.016e+19    2.458e+04    9.569e-01    7.166e-09    2.985e+00    2.758e-08
   7.016e+19    2.503e+04    9.606e-01    6.702e-09    2.972e+00    2.561e-08
   7.016e+19    2.549e+04    9.640e-01    7.706e-09    2.959e+00    2.924e-08
   7.016e+19    2.596e+04    9.671e-01    8.531e-09    2.943e+00    3.213e-08
   7.016e+19    2.643e+04    9.699e-01    8.030e-09    2.927e+00    3.002e-08
   7.016e+19    2.691e+04    9.724e-01    7.549e-09    2.910e+00    2.800e-08
   7.016e+19    2.740e+04    9.747e-01    7.480e-11    2.892e+00    2.753e-10
   7.016e+19    2.790e+04    9.767e-01    9.890e-10    2.874e+00    3.612e-09
   7.016e+19    2.841e+04    9.786e-01    2.030e-09    2.855e+00    7.354e-09
   7.016e+19    2.893e+04    9.803e-01    4.149e-10    2.835e+00    1.491e-09
   7.016e+19    2.946e+04    9.819e-01    5.518e-09    2.815e+00    1.967e-08
   7.016e+19    3.000e+04    9.833e-01    9.093e-09    2.795e+00    3.215e-08
   7.434e+19    5.000e+03    9.128e-06    6.659e-12    7.687e-03    2.804e-09
   7.434e+19    5.091e+03    1.192e-05    6.812e-12    8.706e-03    2.487e-09
   7.434e+19    5.184e+03    1.550e-05    6.984e-12    9.838e-03    2.216e-09
   7.434e+19    5.279e+03    2.007e-05    7.176e-12    1.109e-02    1.983e-09
   7.434e+19    5.375e+03    2.587e-05    2.813e-11    1.248e-02    6.787e-09
   7.434e+19    5.474e+03    3.321e-05    6.705e-12    1.401e-02    1.415e-09
   7.434e+19    5.574e+03    4.246e-05    6.923e-12    1.570e-02    1.280e-09
   7.434e+19    5.675e+03    5.407e-05    7.163e-12    1.756e-02    1.163e-09
   7.434e+19    5.779e+03    6.858e-05    6.538e-12    1.960e-02    9.345e-10
   7.434e+19    5.885e+03    8.665e-05    6.780e-12    2.183e-02    8.544e-10
   7.434e+19    5.992e+03    1.091e-04    7.046e-12    2.428e-02    7.845e-10
   7.434e+19    6.101e+03    1.368e-04    2.793e-11    2.694e-02    2.752e-09
   7.434e+19    6.213e+03    1.709e-04    6.736e-12    2.984e-02    5.886e-10
   7.434e+19    6.326e+03    2.127e-04    7.031e-12    3.300e-02    5.457e-10
   7.434e+19    6.442e+03    2.639e-04    2.795e-11    3.643e-02    1.931e-09
   7.434e+19    6.560e+03    3.263e-04    6.776e-12    4.015e-02    4.172e-10
   7.434e+19    6.679e+03    4.021e-04    7.103e-12    4.417e-02    3.906e-10
   7.434e+19    6.801e+03    4.939e-04    6.584e-12    4.852e-02    3.239e-10
   7.434e+19    6.926e+03    6.046e-04    6.916e-12    5.321e-02    3.049e-10
   7.434e+19    7.052e+03    7.378e-04    2.762e-11    5.826e-02    1.093e-09
   7.434e+19    7.181e+03    8.976e-04    6.756e-12    6.369e-02    2.403e-10
   7.434e+19    7.312e+03    1.089e-03    7.129e-12    6.953e-02    2.284e-10
   7.434e+19    7.445e+03    1.316e-03    6.635e-12    7.580e-02    1.918e-10
