# Saha solution with Stewart-Pyat α=1 IPD
   n[1/cc]      T[K]         Zbar         x_0[eV]      x_1[eV]      x_2[eV]      χ_0[eV]      χ_1[eV]      χ_2[eV]      
   6.122e+21    2.886e+03    1.675e-22    1.000e+00    1.675e-22    4.894e-54    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    2.943e+03    4.451e-22    1.000e+00    4.451e-22    5.207e-53    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.001e+03    1.161e-21    1.000e+00    1.161e-21    5.294e-52    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.061e+03    2.971e-21    1.000e+00    2.971e-21    5.148e-51    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.122e+03    7.470e-21    1.000e+00    7.470e-21    4.792e-50    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.184e+03    1.845e-20    1.000e+00    1.845e-20    4.273e-49    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.247e+03    4.480e-20    1.000e+00    4.480e-20    3.654e-48    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.311e+03    1.069e-19    1.000e+00    1.069e-19    2.998e-47    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.377e+03    2.510e-19    1.000e+00    2.510e-19    2.363e-46    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.444e+03    5.798e-19    1.000e+00    5.798e-19    1.790e-45    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.513e+03    1.318e-18    1.000e+00    1.318e-18    1.304e-44    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.582e+03    2.949e-18    1.000e+00    2.949e-18    9.146e-44    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.654e+03    6.497e-18    1.000e+00    6.497e-18    6.180e-43    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.726e+03    1.410e-17    1.000e+00    1.410e-17    4.025e-42    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.800e+03    3.015e-17    1.000e+00    3.015e-17    2.530e-41    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.875e+03    6.355e-17    1.000e+00    6.355e-17    1.535e-40    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    3.952e+03    1.320e-16    1.000e+00    1.320e-16    8.994e-40    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.031e+03    2.706e-16    1.000e+00    2.706e-16    5.096e-39    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.111e+03    5.469e-16    1.000e+00    5.469e-16    2.793e-38    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.193e+03    1.091e-15    1.000e+00    1.091e-15    1.482e-37    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.276e+03    2.147e-15    1.000e+00    2.147e-15    7.614e-37    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.361e+03    4.171e-15    1.000e+00    4.171e-15    3.792e-36    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.447e+03    8.003e-15    1.000e+00    8.003e-15    1.832e-35    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.535e+03    1.517e-14    1.000e+00    1.517e-14    8.584e-35    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.626e+03    2.839e-14    1.000e+00    2.839e-14    3.906e-34    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.717e+03    5.252e-14    1.000e+00    5.252e-14    1.727e-33    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.811e+03    9.603e-14    1.000e+00    9.603e-14    7.421e-33    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    4.907e+03    1.736e-13    1.000e+00    1.736e-13    3.102e-32    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.004e+03    3.103e-13    1.000e+00    3.103e-13    1.261e-31    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.103e+03    5.485e-13    1.000e+00    5.485e-13    4.995e-31    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.205e+03    9.592e-13    1.000e+00    9.592e-13    1.927e-30    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.308e+03    1.660e-12    1.000e+00    1.660e-12    7.243e-30    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.413e+03    2.842e-12    1.000e+00    2.842e-12    2.655e-29    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.521e+03    4.818e-12    1.000e+00    4.818e-12    9.495e-29    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.630e+03    8.087e-12    1.000e+00    8.087e-12    3.315e-28    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.742e+03    1.344e-11    1.000e+00    1.344e-11    1.130e-27    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.856e+03    2.212e-11    1.000e+00    2.212e-11    3.763e-27    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    5.972e+03    3.608e-11    1.000e+00    3.608e-11    1.225e-26    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.091e+03    5.829e-11    1.000e+00    5.829e-11    3.899e-26    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.212e+03    9.333e-11    1.000e+00    9.333e-11    1.214e-25    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.335e+03    1.481e-10    1.000e+00    1.481e-10    3.700e-25    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.461e+03    2.330e-10    1.000e+00    2.330e-10    1.104e-24    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.589e+03    3.635e-10    1.000e+00    3.635e-10    3.227e-24    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.720e+03    5.623e-10    1.000e+00    5.623e-10    9.243e-24    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.853e+03    8.627e-10    1.000e+00    8.627e-10    2.595e-23    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    6.990e+03    1.313e-09    1.000e+00    1.313e-09    7.147e-23    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    7.128e+03    1.983e-09    1.000e+00    1.983e-09    1.931e-22    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    7.270e+03    2.971e-09    1.000e+00    2.971e-09    5.119e-22    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    7.414e+03    4.419e-09    1.000e+00    4.419e-09    1.333e-21    0.000e+00    2.459e+01    5.442e+01
   6.122e+21    7.561e+03    6.524e-09    1.000e+00    6.524e-09    3.407e-21    0.000e+00    2.459e+01    5.441e+01
   6.122e+21    7.711e+03    9.561e-09    1.000e+00    9.561e-09    8.559e-21    0.000e+00    2.459e+01    5.441e+01
   6.122e+21    7.865e+03    1.391e-08    1.000e+00    1.391e-08    2.113e-20    0.000e+00    2.459e+01    5.441e+01
   6.122e+21    8.021e+03    2.010e-08    1.000e+00    2.010e-08    5.129e-20    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    8.180e+03    2.885e-08    1.000e+00    2.885e-08    1.225e-19    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    8.342e+03    4.113e-08    1.000e+00    4.113e-08    2.877e-19    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    8.508e+03    5.825e-08    1.000e+00    5.825e-08    6.650e-19    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    8.677e+03    8.198e-08    1.000e+00    8.198e-08    1.514e-18    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    8.849e+03    1.146e-07    1.000e+00    1.146e-07    3.392e-18    0.000e+00    2.458e+01    5.441e+01
   6.122e+21    9.025e+03    1.593e-07    1.000e+00    1.593e-07    7.491e-18    0.000e+00    2.458e+01    5.440e+01
   6.122e+21    9.204e+03    2.201e-07    1.000e+00    2.201e-07    1.630e-17    0.000e+00    2.458e+01    5.440e+01
   6.122e+21    9.387e+03    3.022e-07    1.000e+00    3.022e-07    3.495e-17    0.000e+00    2.458e+01    5.440e+01
   6.122e+21    9.573e+03    4.126e-07    1.000e+00    4.126e-07    7.391e-17    0.000e+00    2.458e+01    5.440e+01
   6.122e+21    9.763e+03    5.601e-07    1.000e+00    5.601e-07    1.541e-16    0.000e+00    2.458e+01    5.439e+01
   6.122e+21    9.957e+03    7.562e-07    1.000e+00    7.562e-07    3.172e-16    0.000e+00    2.457e+01    5.439e+01
   6.122e+21    1.015e+04    1.015e-06    1.000e+00    1.015e-06    6.440e-16    0.000e+00    2.457e+01    5.439e+01
   6.122e+21    1.036e+04    1.356e-06    1.000e+00    1.356e-06    1.291e-15    0.000e+00    2.457e+01    5.438e+01
   6.122e+21    1.056e+04    1.802e-06    1.000e+00    1.802e-06    2.554e-15    0.000e+00    2.457e+01    5.438e+01
   6.122e+21    1.077e+04    2.381e-06    1.000e+00    2.381e-06    4.991e-15    0.000e+00    2.456e+01    5.437e+01
   6.122e+21    1.099e+04    3.132e-06    1.000e+00    3.132e-06    9.637e-15    0.000e+00    2.456e+01    5.436e+01
   6.122e+21    1.120e+04    4.099e-06    1.000e+00    4.099e-06    1.838e-14    0.000e+00    2.456e+01    5.436e+01
   6.122e+21    1.143e+04    5.339e-06    1.000e+00    5.339e-06    3.466e-14    0.000e+00    2.455e+01    5.435e+01
   6.122e+21    1.165e+04    6.922e-06    1.000e+00    6.922e-06    6.460e-14    0.000e+00    2.455e+01    5.434e+01
   6.122e+21    1.188e+04    8.933e-06    1.000e+00    8.933e-06    1.191e-13    0.000e+00    2.454e+01    5.433e+01
   6.122e+21    1.212e+04    1.148e-05    1.000e+00    1.148e-05    2.171e-13    0.000e+00    2.454e+01    5.432e+01
   6.122e+21    1.236e+04    1.468e-05    1.000e+00    1.468e-05    3.914e-13    0.000e+00    2.453e+01    5.431e+01
   6.122e+21    1.261e+04    1.870e-05    1.000e+00    1.870e-05    6.984e-13    0.000e+00    2.453e+01    5.430e+01
   6.122e+21    1.286e+04    2.371e-05    1.000e+00    2.371e-05    1.233e-12    0.000e+00    2.452e+01    5.429e+01
   6.122e+21    1.311e+04    2.994e-05    1.000e+00    2.994e-05    2.156e-12    0.000e+00    2.451e+01    5.427e+01
   6.122e+21    1.337e+04    3.767e-05    1.000e+00    3.767e-05    3.732e-12    0.000e+00    2.450e+01    5.426e+01
   6.122e+21    1.364e+04    4.719e-05    1.000e+00    4.719e-05    6.396e-12    0.000e+00    2.449e+01    5.424e+01
   6.122e+21    1.391e+04    5.890e-05    9.999e-01    5.890e-05    1.086e-11    0.000e+00    2.449e+01    5.422e+01
   6.122e+21    1.418e+04    7.323e-05    9.999e-01    7.323e-05    1.826e-11    0.000e+00    2.448e+01    5.420e+01
   6.122e+21    1.447e+04    9.071e-05    9.999e-01    9.071e-05    3.043e-11    0.000e+00    2.446e+01    5.418e+01
   6.122e+21    1.475e+04    1.120e-04    9.999e-01    1.120e-04    5.026e-11    0.000e+00    2.445e+01    5.416e+01
   6.122e+21    1.505e+04    1.377e-04    9.999e-01    1.377e-04    8.228e-11    0.000e+00    2.444e+01    5.413e+01
   6.122e+21    1.534e+04    1.687e-04    9.998e-01    1.687e-04    1.335e-10    0.000e+00    2.443e+01    5.411e+01
   6.122e+21    1.565e+04    2.061e-04    9.998e-01    2.061e-04    2.149e-10    0.000e+00    2.441e+01    5.408e+01
   6.122e+21    1.596e+04    2.508e-04    9.997e-01    2.508e-04    3.429e-10    0.000e+00    2.440e+01    5.405e+01
   6.122e+21    1.628e+04    3.043e-04    9.997e-01    3.043e-04    5.428e-10    0.000e+00    2.438e+01    5.402e+01
   6.122e+21    1.660e+04    3.680e-04    9.996e-01    3.680e-04    8.523e-10    0.000e+00    2.436e+01    5.399e+01
   6.122e+21    1.693e+04    4.437e-04    9.996e-01    4.437e-04    1.328e-09    0.000e+00    2.434e+01    5.396e+01
   6.122e+21    1.727e+04    5.332e-04    9.995e-01    5.332e-04    2.053e-09    0.000e+00    2.432e+01    5.392e+01
   6.122e+21    1.761e+04    6.388e-04    9.994e-01    6.388e-04    3.150e-09    0.000e+00    2.430e+01    5.388e+01
   6.122e+21    1.796e+04    7.630e-04    9.992e-01    7.630e-04    4.796e-09    0.000e+00    2.428e+01    5.384e+01
   6.122e+21    1.831e+04    9.087e-04    9.991e-01    9.087e-04    7.252e-09    0.000e+00    2.426e+01    5.380e+01
   6.122e+21    1.868e+04    1.079e-03    9.989e-01    1.079e-03    1.088e-08    0.000e+00    2.423e+01    5.375e+01
   6.122e+21    1.905e+04    1.278e-03    9.987e-01    1.278e-03    1.622e-08    0.000e+00    2.421e+01    5.371e+01
   6.122e+21    1.943e+04    1.509e-03    9.985e-01    1.509e-03    2.402e-08    0.000e+00    2.418e+01    5.366e+01
   6.122e+21    1.981e+04    1.777e-03    9.982e-01    1.777e-03    3.531e-08    0.000e+00    2.415e+01    5.361e+01
   6.122e+21    2.021e+04    2.087e-03    9.979e-01    2.087e-03    5.157e-08    0.000e+00    2.412e+01    5.356e+01
   6.122e+21    2.061e+04    2.445e-03    9.976e-01    2.445e-03    7.484e-08    0.000e+00    2.409e+01    5.350e+01
   6.122e+21    2.102e+04    2.856e-03    9.971e-01    2.856e-03    1.079e-07    0.000e+00    2.406e+01    5.344e+01
   6.122e+21    2.143e+04    3.329e-03    9.967e-01    3.328e-03    1.546e-07    0.000e+00    2.402e+01    5.338e+01
   6.122e+21    2.186e+04    3.869e-03    9.961e-01    3.869e-03    2.201e-07    0.000e+00    2.399e+01    5.332e+01
   6.122e+21    2.229e+04    4.486e-03    9.955e-01    4.485e-03    3.115e-07    0.000e+00    2.395e+01    5.325e+01
   6.122e+21    2.274e+04    5.189e-03    9.948e-01    5.188e-03    4.382e-07    0.000e+00    2.391e+01    5.319e+01
   6.122e+21    2.319e+04    5.987e-03    9.940e-01    5.986e-03    6.128e-07    0.000e+00    2.387e+01    5.312e+01
   6.122e+21    2.365e+04    6.891e-03    9.931e-01    6.889e-03    8.520e-07    0.000e+00    2.383e+01    5.305e+01
   6.122e+21    2.412e+04    7.913e-03    9.921e-01    7.911e-03    1.178e-06    0.000e+00    2.379e+01    5.297e+01
   6.122e+21    2.460e+04    9.066e-03    9.909e-01    9.062e-03    1.619e-06    0.000e+00    2.375e+01    5.289e+01
   6.122e+21    2.508e+04    1.036e-02    9.896e-01    1.036e-02    2.214e-06    0.000e+00    2.370e+01    5.281e+01
   6.122e+21    2.558e+04    1.182e-02    9.882e-01    1.181e-02    3.011e-06    0.000e+00    2.365e+01    5.273e+01
   6.122e+21    2.609e+04    1.345e-02    9.866e-01    1.344e-02    4.074e-06    0.000e+00    2.361e+01    5.265e+01
   6.122e+21    2.661e+04    1.526e-02    9.847e-01    1.525e-02    5.482e-06    0.000e+00    2.356e+01    5.256e+01
   6.122e+21    2.714e+04    1.729e-02    9.827e-01    1.728e-02    7.339e-06    0.000e+00    2.350e+01    5.247e+01
   6.122e+21    2.767e+04    1.954e-02    9.805e-01    1.953e-02    9.776e-06    0.000e+00    2.345e+01    5.238e+01
   6.122e+21    2.822e+04    2.204e-02    9.780e-01    2.202e-02    1.296e-05    0.000e+00    2.340e+01    5.229e+01
   6.122e+21    2.878e+04    2.481e-02    9.752e-01    2.477e-02    1.709e-05    0.000e+00    2.334e+01    5.219e+01
   6.122e+21    2.936e+04    2.786e-02    9.722e-01    2.782e-02    2.243e-05    0.000e+00    2.329e+01    5.210e+01
   6.122e+21    2.994e+04    3.122e-02    9.688e-01    3.116e-02    2.931e-05    0.000e+00    2.323e+01    5.200e+01
   6.122e+21    3.053e+04    3.491e-02    9.651e-01    3.484e-02    3.810e-05    0.000e+00    2.317e+01    5.190e+01
   6.122e+21    3.114e+04    3.896e-02    9.611e-01    3.886e-02    4.932e-05    0.000e+00    2.311e+01    5.179e+01
   6.122e+21    3.176e+04    4.339e-02    9.567e-01    4.326e-02    6.354e-05    0.000e+00    2.305e+01    5.169e+01
   6.122e+21    3.239e+04    4.822e-02    9.519e-01    4.806e-02    8.150e-05    0.000e+00    2.299e+01    5.158e+01
   6.122e+21    3.303e+04    5.348e-02    9.466e-01    5.327e-02    1.041e-04    0.000e+00    2.293e+01    5.147e+01
   6.122e+21    3.369e+04    5.919e-02    9.409e-01    5.893e-02    1.323e-04    0.000e+00    2.286e+01    5.136e+01
   6.122e+21    3.435e+04    6.538e-02    9.348e-01    6.504e-02    1.675e-04    0.000e+00    2.280e+01    5.125e+01
   6.122e+21    3.504e+04    7.207e-02    9.281e-01    7.164e-02    2.112e-04    0.000e+00    2.273e+01    5.113e+01
   6.122e+21    3.573e+04    7.928e-02    9.210e-01    7.875e-02    2.651e-04    0.000e+00    2.266e+01    5.102e+01
   6.122e+21    3.644e+04    8.704e-02    9.133e-01    8.638e-02    3.315e-04    0.000e+00    2.260e+01    5.090e+01
   6.122e+21    3.717e+04    9.537e-02    9.050e-01    9.454e-02    4.128e-04    0.000e+00    2.253e+01    5.078e+01
   6.122e+21    3.790e+04    1.043e-01    8.962e-01    1.033e-01    5.119e-04    0.000e+00    2.246e+01    5.067e+01
   6.122e+21    3.866e+04    1.138e-01    8.868e-01    1.125e-01    6.323e-04    0.000e+00    2.239e+01    5.055e+01
   6.122e+21    3.942e+04    1.240e-01    8.768e-01    1.224e-01    7.780e-04    0.000e+00    2.232e+01    5.043e+01
   6.122e+21    4.021e+04    1.348e-01    8.662e-01    1.329e-01    9.536e-04    0.000e+00    2.225e+01    5.031e+01
   6.122e+21    4.100e+04    1.462e-01    8.550e-01    1.439e-01    1.164e-03    0.000e+00    2.218e+01    5.019e+01
   6.122e+21    4.182e+04    1.583e-01    8.431e-01    1.555e-01    1.416e-03    0.000e+00    2.211e+01    5.007e+01
   6.122e+21    4.265e+04    1.711e-01    8.306e-01    1.677e-01    1.716e-03    0.000e+00    2.204e+01    4.994e+01
   6.122e+21    4.350e+04    1.846e-01    8.175e-01    1.804e-01    2.072e-03    0.000e+00    2.197e+01    4.982e+01
   6.122e+21    4.436e+04    1.987e-01    8.038e-01    1.937e-01    2.492e-03    0.000e+00    2.190e+01    4.970e+01
   6.122e+21    4.524e+04    2.136e-01    7.894e-01    2.076e-01    2.987e-03    0.000e+00    2.183e+01    4.958e+01
   6.122e+21    4.614e+04    2.291e-01    7.745e-01    2.219e-01    3.568e-03    0.000e+00    2.176e+01    4.946e+01
   6.122e+21    4.705e+04    2.453e-01    7.590e-01    2.368e-01    4.246e-03    0.000e+00    2.169e+01    4.934e+01
   6.122e+21    4.799e+04    2.621e-01    7.429e-01    2.521e-01    5.034e-03    0.000e+00    2.162e+01    4.922e+01
   6.122e+21    4.894e+04    2.796e-01    7.263e-01    2.677e-01    5.949e-03    0.000e+00    2.155e+01    4.910e+01
   6.122e+21    4.991e+04    2.978e-01    7.092e-01    2.838e-01    7.005e-03    0.000e+00    2.148e+01    4.898e+01
   6.122e+21    5.090e+04    3.166e-01    6.916e-01    3.001e-01    8.221e-03    0.000e+00    2.141e+01    4.887e+01
   6.122e+21    5.191e+04    3.360e-01    6.737e-01    3.167e-01    9.615e-03    0.000e+00    2.135e+01    4.875e+01
   6.122e+21    5.294e+04    3.559e-01    6.553e-01    3.335e-01    1.121e-02    0.000e+00    2.128e+01    4.864e+01
   6.122e+21    5.399e+04    3.765e-01    6.365e-01    3.504e-01    1.302e-02    0.000e+00    2.121e+01    4.852e+01
   6.122e+21    5.507e+04    3.975e-01    6.175e-01    3.674e-01    1.507e-02    0.000e+00    2.115e+01    4.841e+01
   6.122e+21    5.616e+04    4.191e-01    5.983e-01    3.843e-01    1.739e-02    0.000e+00    2.108e+01    4.830e+01
   6.122e+21    5.728e+04    4.412e-01    5.788e-01    4.012e-01    2.001e-02    0.000e+00    2.102e+01    4.819e+01
   6.122e+21    5.841e+04    4.638e-01    5.592e-01    4.179e-01    2.294e-02    0.000e+00    2.096e+01    4.808e+01
   6.122e+21    5.957e+04    4.867e-01    5.395e-01    4.343e-01    2.621e-02    0.000e+00    2.089e+01    4.797e+01
   6.122e+21    6.075e+04    5.101e-01    5.197e-01    4.504e-01    2.985e-02    0.000e+00    2.083e+01    4.786e+01
   6.122e+21    6.196e+04    5.339e-01    5.000e-01    4.661e-01    3.389e-02    0.000e+00    2.077e+01    4.776e+01
   6.122e+21    6.319e+04    5.580e-01    4.804e-01    4.813e-01    3.835e-02    0.000e+00    2.071e+01    4.765e+01
   6.122e+21    6.445e+04    5.824e-01    4.608e-01    4.959e-01    4.327e-02    0.000e+00    2.065e+01    4.755e+01
   6.122e+21    6.572e+04    6.072e-01    4.415e-01    5.099e-01    4.865e-02    0.000e+00    2.059e+01    4.745e+01
   6.122e+21    6.703e+04    6.322e-01    4.223e-01    5.231e-01    5.454e-02    0.000e+00    2.053e+01    4.735e+01
   6.122e+21    6.836e+04    6.575e-01    4.035e-01    5.356e-01    6.095e-02    0.000e+00    2.047e+01    4.725e+01
   6.122e+21    6.972e+04    6.830e-01    3.849e-01    5.472e-01    6.790e-02    0.000e+00    2.042e+01    4.715e+01
   6.122e+21    7.110e+04    7.087e-01    3.667e-01    5.579e-01    7.542e-02    0.000e+00    2.036e+01    4.706e+01
   6.122e+21    7.251e+04    7.346e-01    3.489e-01    5.676e-01    8.351e-02    0.000e+00    2.031e+01    4.696e+01
   6.122e+21    7.395e+04    7.607e-01    3.315e-01    5.763e-01    9.219e-02    0.000e+00    2.025e+01    4.687e+01
   7.521e+21    1.479e+03    3.482e-43    1.000e+00    3.482e-43    9.384e-68    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.508e+03    2.310e-42    1.000e+00    2.310e-42    2.096e-67    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.538e+03    1.478e-41    1.000e+00    1.478e-41    4.610e-67    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.569e+03    9.121e-41    1.000e+00    9.121e-41    9.984e-67    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.600e+03    5.435e-40    1.000e+00    5.435e-40    2.131e-66    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.632e+03    3.129e-39    1.000e+00    3.129e-39    4.480e-66    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.664e+03    1.741e-38    1.000e+00    1.741e-38    9.287e-66    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.697e+03    9.376e-38    1.000e+00    9.376e-38    1.898e-65    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.731e+03    4.887e-37    1.000e+00    4.887e-37    3.827e-65    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.765e+03    2.467e-36    1.000e+00    2.467e-36    7.611e-65    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.800e+03    1.207e-35    1.000e+00    1.207e-35    1.494e-64    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.836e+03    5.730e-35    1.000e+00    5.730e-35    2.894e-64    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.873e+03    2.639e-34    1.000e+00    2.639e-34    5.536e-64    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.910e+03    1.180e-33    1.000e+00    1.180e-33    1.046e-63    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.948e+03    5.127e-33    1.000e+00    5.127e-33    1.952e-63    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    1.986e+03    2.165e-32    1.000e+00    2.165e-32    3.599e-63    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.026e+03    8.895e-32    1.000e+00    8.895e-32    6.559e-63    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.066e+03    3.556e-31    1.000e+00    3.556e-31    1.182e-62    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.107e+03    1.384e-30    1.000e+00    1.384e-30    2.105e-62    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.149e+03    5.248e-30    1.000e+00    5.248e-30    3.707e-62    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.191e+03    1.939e-29    1.000e+00    1.939e-29    6.461e-62    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.235e+03    6.989e-29    1.000e+00    6.989e-29    1.114e-61    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.279e+03    2.457e-28    1.000e+00    2.457e-28    1.901e-61    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.325e+03    8.434e-28    1.000e+00    8.434e-28    3.210e-61    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.371e+03    2.827e-27    1.000e+00    2.827e-27    5.367e-61    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.418e+03    9.255e-27    1.000e+00    9.255e-27    8.889e-61    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.466e+03    2.962e-26    1.000e+00    2.962e-26    1.461e-60    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.515e+03    9.272e-26    1.000e+00    9.272e-26    2.434e-60    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.565e+03    2.839e-25    1.000e+00    2.839e-25    4.813e-60    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.616e+03    8.508e-25    1.000e+00    8.508e-25    2.038e-59    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.668e+03    2.497e-24    1.000e+00    2.497e-24    2.033e-58    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.720e+03    7.176e-24    1.000e+00    7.176e-24    2.510e-57    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.775e+03    2.021e-23    1.000e+00    2.021e-23    3.061e-56    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.830e+03    5.582e-23    1.000e+00    5.582e-23    3.574e-55    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.886e+03    1.511e-22    1.000e+00    1.511e-22    3.983e-54    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    2.943e+03    4.016e-22    1.000e+00    4.016e-22    4.238e-53    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.001e+03    1.047e-21    1.000e+00    1.047e-21    4.309e-52    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.061e+03    2.680e-21    1.000e+00    2.680e-21    4.190e-51    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.122e+03    6.739e-21    1.000e+00    6.739e-21    3.900e-50    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.184e+03    1.665e-20    1.000e+00    1.665e-20    3.478e-49    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.247e+03    4.042e-20    1.000e+00    4.042e-20    2.974e-48    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.311e+03    9.648e-20    1.000e+00    9.648e-20    2.440e-47    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.377e+03    2.265e-19    1.000e+00    2.265e-19    1.923e-46    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.444e+03    5.231e-19    1.000e+00    5.231e-19    1.457e-45    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.513e+03    1.189e-18    1.000e+00    1.189e-18    1.061e-44    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.582e+03    2.660e-18    1.000e+00    2.660e-18    7.444e-44    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.654e+03    5.861e-18    1.000e+00    5.861e-18    5.030e-43    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.726e+03    1.272e-17    1.000e+00    1.272e-17    3.276e-42    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.800e+03    2.720e-17    1.000e+00    2.720e-17    2.059e-41    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.875e+03    5.733e-17    1.000e+00    5.733e-17    1.249e-40    0.000e+00    2.459e+01    5.442e+01
   7.521e+21    3.952e+03    1.191e-16    1.000e+00    1.191e-16    7.320e-40    0.000e+00    2.459e+01    5.442e+01
