# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         χ0[eV]
   9.150e+20    5.000e+02    8.620e-09    2.621e-03
   9.150e+20    5.256e+02    8.620e-09    2.556e-03
   9.150e+20    5.525e+02    8.620e-09    2.493e-03
   9.150e+20    5.808e+02    8.620e-09    2.432e-03
   9.150e+20    6.105e+02    8.620e-09    2.372e-03
   9.150e+20    6.417e+02    8.620e-09    2.313e-03
   9.150e+20    6.746e+02    8.620e-09    2.256e-03
   9.150e+20    7.091e+02    8.620e-09    2.201e-03
   9.150e+20    7.454e+02    8.620e-09    2.146e-03
   9.150e+20    7.836e+02    8.620e-09    2.093e-03
   9.150e+20    8.237e+02    8.620e-09    2.042e-03
   9.150e+20    8.658e+02    8.650e-09    1.995e-03
   9.150e+20    9.101e+02    8.652e-09    1.946e-03
   9.150e+20    9.567e+02    8.652e-09    1.898e-03
   9.150e+20    1.006e+03    8.652e-09    1.851e-03
   9.150e+20    1.057e+03    8.652e-09    1.806e-03
   9.150e+20    1.111e+03    8.652e-09    1.761e-03
   9.150e+20    1.168e+03    8.652e-09    1.718e-03
   9.150e+20    1.228e+03    8.652e-09    1.675e-03
   9.150e+20    1.291e+03    8.652e-09    1.634e-03
   9.150e+20    1.357e+03    8.652e-09    1.594e-03
   9.150e+20    1.426e+03    8.652e-09    1.555e-03
   9.150e+20    1.499e+03    8.652e-09    1.516e-03
   9.150e+20    1.576e+03    8.666e-09    1.480e-03
   9.150e+20    1.657e+03    8.669e-09    1.444e-03
   9.150e+20    1.741e+03    8.669e-09    1.408e-03
   9.150e+20    1.831e+03    8.669e-09    1.373e-03
   9.150e+20    1.924e+03    8.669e-09    1.340e-03
   9.150e+20    2.023e+03    8.669e-09    1.307e-03
   9.150e+20    2.126e+03    8.669e-09    1.274e-03
   9.150e+20    2.235e+03    8.669e-09    1.243e-03
   9.150e+20    2.350e+03    8.669e-09    1.212e-03
   9.150e+20    2.470e+03    8.669e-09    1.182e-03
   9.150e+20    2.596e+03    8.670e-09    1.153e-03
   9.150e+20    2.729e+03    8.677e-09    1.125e-03
   9.150e+20    2.869e+03    8.678e-09    1.098e-03
   9.150e+20    3.016e+03    8.678e-09    1.071e-03
   9.150e+20    3.170e+03    8.678e-09    1.044e-03
   9.150e+20    3.332e+03    8.678e-09    1.019e-03
   9.150e+20    3.503e+03    8.678e-09    9.935e-04
   9.150e+20    3.682e+03    8.678e-09    9.690e-04
   9.150e+20    3.871e+03    8.680e-09    9.452e-04
   9.150e+20    4.069e+03    8.660e-09    9.209e-04
   9.150e+20    4.277e+03    8.663e-09    8.983e-04
   9.150e+20    4.496e+03    8.649e-09    8.754e-04
   9.150e+20    4.726e+03    8.678e-09    8.553e-04
   9.150e+20    4.968e+03    8.653e-09    8.330e-04
   9.150e+20    5.222e+03    8.652e-09    8.124e-04
   9.150e+20    5.489e+03    8.652e-09    7.924e-04
   9.150e+20    5.770e+03    8.652e-09    7.729e-04
   9.150e+20    6.066e+03    8.653e-09    7.539e-04
   9.150e+20    6.376e+03    8.663e-09    7.357e-04
   9.150e+20    6.702e+03    8.755e-09    7.214e-04
   9.150e+20    7.045e+03    9.540e-09    7.345e-04
   9.150e+20    7.406e+03    1.421e-08    8.742e-04
   9.150e+20    7.785e+03    3.139e-08    1.267e-03
   9.150e+20    8.184e+03    7.649e-08    1.930e-03
   9.150e+20    8.602e+03    1.836e-07    2.916e-03
   9.150e+20    9.043e+03    4.262e-07    4.333e-03
   9.150e+20    9.506e+03    9.535e-07    6.322e-03
   9.150e+20    9.992e+03    2.057e-06    9.057e-03
   9.150e+20    1.050e+04    4.287e-06    1.275e-02
   9.150e+20    1.104e+04    8.639e-06    1.766e-02
   9.150e+20    1.161e+04    1.687e-05    2.407e-02
   9.150e+20    1.220e+04    3.197e-05    3.231e-02
   9.150e+20    1.282e+04    5.889e-05    4.278e-02
   9.150e+20    1.348e+04    1.056e-04    5.586e-02
   9.150e+20    1.417e+04    1.845e-04    7.203e-02
   9.150e+20    1.490e+04    3.146e-04    9.177e-02
   9.150e+20    1.566e+04    5.243e-04    1.156e-01
   9.150e+20    1.646e+04    8.548e-04    1.440e-01
   9.150e+20    1.730e+04    1.365e-03    1.776e-01
   9.150e+20    1.819e+04    2.137e-03    2.170e-01
   9.150e+20    1.912e+04    3.282e-03    2.628e-01
   9.150e+20    2.010e+04    4.952e-03    3.156e-01
   9.150e+20    2.113e+04    7.344e-03    3.763e-01
   9.150e+20    2.221e+04    1.071e-02    4.455e-01
   9.150e+20    2.334e+04    1.538e-02    5.242e-01
   9.150e+20    2.454e+04    2.175e-02    6.138e-01
   9.150e+20    2.580e+04    3.032e-02    7.157e-01
   9.150e+20    2.712e+04    4.166e-02    8.318e-01
   9.150e+20    2.850e+04    5.648e-02    9.648e-01
   9.150e+20    2.996e+04    7.556e-02    1.118e+00
   9.150e+20    3.150e+04    9.979e-02    1.296e+00
   9.150e+20    3.311e+04    1.302e-01    1.504e+00
   9.150e+20    3.480e+04    1.676e-01    1.748e+00
   9.150e+20    3.658e+04    2.132e-01    2.036e+00
   9.150e+20    3.846e+04    2.676e-01    2.376e+00
   9.150e+20    4.042e+04    3.308e-01    2.772e+00
   9.150e+20    4.249e+04    4.022e-01    3.224e+00
   9.150e+20    4.467e+04    4.790e-01    3.718e+00
   9.150e+20    4.695e+04    5.570e-01    4.223e+00
   9.150e+20    4.936e+04    6.310e-01    4.700e+00
   9.150e+20    5.188e+04    6.967e-01    5.112e+00
   9.150e+20    5.454e+04    7.524e-01    5.438e+00
   9.150e+20    5.733e+04    7.980e-01    5.678e+00
   9.150e+20    6.026e+04    8.350e-01    5.840e+00
   9.150e+20    6.335e+04    8.647e-01    5.938e+00
   9.150e+20    6.659e+04    8.886e-01    5.985e+00
   9.150e+20    7.000e+04    9.080e-01    5.991e+00
   1.034e+21    5.000e+02    8.620e-09    2.786e-03
   1.034e+21    5.256e+02    8.620e-09    2.717e-03
   1.034e+21    5.525e+02    8.620e-09    2.650e-03
   1.034e+21    5.808e+02    8.620e-09    2.585e-03
   1.034e+21    6.105e+02    8.620e-09    2.521e-03
   1.034e+21    6.417e+02    8.620e-09    2.459e-03
   1.034e+21    6.746e+02    8.620e-09    2.398e-03
   1.034e+21    7.091e+02    8.620e-09    2.339e-03
   1.034e+21    7.454e+02    8.620e-09    2.281e-03
   1.034e+21    7.836e+02    8.620e-09    2.225e-03
   1.034e+21    8.237e+02    8.620e-09    2.170e-03
   1.034e+21    8.658e+02    8.620e-09    2.117e-03
   1.034e+21    9.101e+02    8.620e-09    2.065e-03
   1.034e+21    9.567e+02    8.620e-09    2.014e-03
   1.034e+21    1.006e+03    8.652e-09    1.968e-03
   1.034e+21    1.057e+03    8.652e-09    1.919e-03
   1.034e+21    1.111e+03    8.652e-09    1.872e-03
   1.034e+21    1.168e+03    8.652e-09    1.826e-03
   1.034e+21    1.228e+03    8.652e-09    1.781e-03
   1.034e+21    1.291e+03    8.652e-09    1.737e-03
   1.034e+21    1.357e+03    8.652e-09    1.694e-03
   1.034e+21    1.426e+03    8.652e-09    1.652e-03
   1.034e+21    1.499e+03    8.652e-09    1.612e-03
   1.034e+21    1.576e+03    8.652e-09    1.572e-03
   1.034e+21    1.657e+03    8.652e-09    1.533e-03
   1.034e+21    1.741e+03    8.662e-09    1.496e-03
   1.034e+21    1.831e+03    8.668e-09    1.460e-03
   1.034e+21    1.924e+03    8.669e-09    1.424e-03
   1.034e+21    2.023e+03    8.669e-09    1.389e-03
   1.034e+21    2.126e+03    8.669e-09    1.355e-03
   1.034e+21    2.235e+03    8.669e-09    1.321e-03
   1.034e+21    2.350e+03    8.669e-09    1.289e-03
   1.034e+21    2.470e+03    8.669e-09    1.257e-03
   1.034e+21    2.596e+03    8.669e-09    1.226e-03
   1.034e+21    2.729e+03    8.669e-09    1.196e-03
   1.034e+21    2.869e+03    8.656e-09    1.165e-03
   1.034e+21    3.016e+03    8.674e-09    1.138e-03
   1.034e+21    3.170e+03    8.677e-09    1.110e-03
   1.034e+21    3.332e+03    8.678e-09    1.083e-03
   1.034e+21    3.503e+03    8.678e-09    1.056e-03
   1.034e+21    3.682e+03    8.678e-09    1.030e-03
   1.034e+21    3.871e+03    8.678e-09    1.005e-03
   1.034e+21    4.069e+03    8.678e-09    9.798e-04
   1.034e+21    4.277e+03    8.678e-09    9.556e-04
   1.034e+21    4.496e+03    8.693e-09    9.329e-04
   1.034e+21    4.726e+03    8.649e-09    9.076e-04
   1.034e+21    4.968e+03    8.669e-09    8.863e-04
   1.034e+21    5.222e+03    8.649e-09    8.634e-04
   1.034e+21    5.489e+03    8.655e-09    8.424e-04
   1.034e+21    5.770e+03    8.652e-09    8.215e-04
   1.034e+21    6.066e+03    8.653e-09    8.013e-04
   1.034e+21    6.376e+03    8.661e-09    7.819e-04
   1.034e+21    6.702e+03    8.743e-09    7.663e-04
   1.034e+21    7.045e+03    9.446e-09    7.768e-04
   1.034e+21    7.406e+03    1.367e-08    9.113e-04
   1.034e+21    7.785e+03    2.969e-08    1.310e-03
   1.034e+21    8.184e+03    7.204e-08    1.991e-03
   1.034e+21    8.602e+03    1.728e-07    3.007e-03
   1.034e+21    9.043e+03    4.011e-07    4.468e-03
   1.034e+21    9.506e+03    8.972e-07    6.518e-03
   1.034e+21    9.992e+03    1.936e-06    9.339e-03
   1.034e+21    1.050e+04    4.034e-06    1.315e-02
   1.034e+21    1.104e+04    8.130e-06    1.821e-02
   1.034e+21    1.161e+04    1.588e-05    2.482e-02
   1.034e+21    1.220e+04    3.009e-05    3.332e-02
   1.034e+21    1.282e+04    5.544e-05    4.411e-02
   1.034e+21    1.348e+04    9.940e-05    5.762e-02
   1.034e+21    1.417e+04    1.737e-04    7.430e-02
   1.034e+21    1.490e+04    2.963e-04    9.466e-02
   1.034e+21    1.566e+04    4.939e-04    1.192e-01
   1.034e+21    1.646e+04    8.055e-04    1.486e-01
   1.034e+21    1.730e+04    1.287e-03    1.833e-01
   1.034e+21    1.819e+04    2.015e-03    2.240e-01
   1.034e+21    1.912e+04    3.096e-03    2.712e-01
   1.034e+21    2.010e+04    4.673e-03    3.258e-01
   1.034e+21    2.113e+04    6.934e-03    3.884e-01
   1.034e+21    2.221e+04    1.012e-02    4.598e-01
   1.034e+21    2.334e+04    1.454e-02    5.411e-01
   1.034e+21    2.454e+04    2.057e-02    6.334e-01
   1.034e+21    2.580e+04    2.869e-02    7.383e-01
   1.034e+21    2.712e+04    3.946e-02    8.577e-01
   1.034e+21    2.850e+04    5.354e-02    9.943e-01
   1.034e+21    2.996e+04    7.169e-02    1.151e+00
   1.034e+21    3.150e+04    9.480e-02    1.333e+00
   1.034e+21    3.311e+04    1.238e-01    1.546e+00
   1.034e+21    3.480e+04    1.597e-01    1.795e+00
   1.034e+21    3.658e+04    2.035e-01    2.089e+00
   1.034e+21    3.846e+04    2.560e-01    2.437e+00
   1.034e+21    4.042e+04    3.176e-01    2.844e+00
   1.034e+21    4.249e+04    3.876e-01    3.312e+00
   1.034e+21    4.467e+04    4.638e-01    3.829e+00
   1.034e+21    4.695e+04    5.422e-01    4.366e+00
   1.034e+21    4.936e+04    6.174e-01    4.881e+00
   1.034e+21    5.188e+04    6.848e-01    5.330e+00
   1.034e+21    5.454e+04    7.420e-01    5.690e+00
   1.034e+21    5.733e+04    7.891e-01    5.957e+00
   1.034e+21    6.026e+04    8.272e-01    6.140e+00
   1.034e+21    6.335e+04    8.579e-01    6.253e+00
   1.034e+21    6.659e+04    8.827e-01    6.310e+00
   1.034e+21    7.000e+04    9.027e-01    6.324e+00
   1.168e+21    5.000e+02    8.603e-09    2.958e-03
   1.168e+21    5.256e+02    8.613e-09    2.887e-03
   1.168e+21    5.525e+02    8.620e-09    2.817e-03
   1.168e+21    5.808e+02    8.620e-09    2.747e-03
   1.168e+21    6.105e+02    8.620e-09    2.680e-03
   1.168e+21    6.417e+02    8.620e-09    2.614e-03
   1.168e+21    6.746e+02    8.620e-09    2.549e-03
   1.168e+21    7.091e+02    8.620e-09    2.486e-03
   1.168e+21    7.454e+02    8.620e-09    2.425e-03
   1.168e+21    7.836e+02    8.620e-09    2.365e-03
   1.168e+21    8.237e+02    8.620e-09    2.307e-03
   1.168e+21    8.658e+02    8.620e-09    2.250e-03
   1.168e+21    9.101e+02    8.620e-09    2.195e-03
   1.168e+21    9.567e+02    8.620e-09    2.141e-03
   1.168e+21    1.006e+03    8.620e-09    2.088e-03
   1.168e+21    1.057e+03    8.620e-09    2.036e-03
   1.168e+21    1.111e+03    8.647e-09    1.989e-03
   1.168e+21    1.168e+03    8.652e-09    1.941e-03
   1.168e+21    1.228e+03    8.652e-09    1.893e-03
   1.168e+21    1.291e+03    8.652e-09    1.846e-03
   1.168e+21    1.357e+03    8.652e-09    1.801e-03
   1.168e+21    1.426e+03    8.652e-09    1.756e-03
   1.168e+21    1.499e+03    8.652e-09    1.713e-03
   1.168e+21    1.576e+03    8.652e-09    1.671e-03
   1.168e+21    1.657e+03    8.652e-09    1.630e-03
   1.168e+21    1.741e+03    8.652e-09    1.589e-03
   1.168e+21    1.831e+03    8.652e-09    1.550e-03
   1.168e+21    1.924e+03    8.652e-09    1.512e-03
   1.168e+21    2.023e+03    8.660e-09    1.476e-03
   1.168e+21    2.126e+03    8.668e-09    1.440e-03
   1.168e+21    2.235e+03    8.669e-09    1.404e-03
   1.168e+21    2.350e+03    8.669e-09    1.370e-03
   1.168e+21    2.470e+03    8.669e-09    1.336e-03
   1.168e+21    2.596e+03    8.669e-09    1.303e-03
   1.168e+21    2.729e+03    8.669e-09    1.271e-03
   1.168e+21    2.869e+03    8.669e-09    1.240e-03
   1.168e+21    3.016e+03    8.669e-09    1.209e-03
   1.168e+21    3.170e+03    8.669e-09    1.179e-03
   1.168e+21    3.332e+03    8.660e-09    1.150e-03
   1.168e+21    3.503e+03    8.675e-09    1.122e-03
   1.168e+21    3.682e+03    8.677e-09    1.095e-03
   1.168e+21    3.871e+03    8.678e-09    1.068e-03
   1.168e+21    4.069e+03    8.678e-09    1.041e-03
   1.168e+21    4.277e+03    8.678e-09    1.016e-03
   1.168e+21    4.496e+03    8.678e-09    9.908e-04
   1.168e+21    4.726e+03    8.678e-09    9.663e-04
   1.168e+21    4.968e+03    8.666e-09    9.419e-04
   1.168e+21    5.222e+03    8.657e-09    9.182e-04
   1.168e+21    5.489e+03    8.661e-09    8.958e-04
   1.168e+21    5.770e+03    8.673e-09    8.743e-04
   1.168e+21    6.066e+03    8.648e-09    8.515e-04
   1.168e+21    6.376e+03    8.659e-09    8.310e-04
   1.168e+21    6.702e+03    8.733e-09    8.140e-04
   1.168e+21    7.045e+03    9.361e-09    8.220e-04
   1.168e+21    7.406e+03    1.317e-08    9.508e-04
   1.168e+21    7.785e+03    2.810e-08    1.355e-03
   1.168e+21    8.184e+03    6.787e-08    2.054e-03
   1.168e+21    8.602e+03    1.627e-07    3.101e-03
   1.168e+21    9.043e+03    3.774e-07    4.607e-03
   1.168e+21    9.506e+03    8.443e-07    6.721e-03
   1.168e+21    9.992e+03    1.822e-06    9.629e-03
   1.168e+21    1.050e+04    3.796e-06    1.356e-02
   1.168e+21    1.104e+04    7.651e-06    1.877e-02
   1.168e+21    1.161e+04    1.494e-05    2.559e-02
   1.168e+21    1.220e+04    2.833e-05    3.436e-02
   1.168e+21    1.282e+04    5.219e-05    4.549e-02
   1.168e+21    1.348e+04    9.358e-05    5.943e-02
   1.168e+21    1.417e+04    1.636e-04    7.664e-02
   1.168e+21    1.490e+04    2.791e-04    9.765e-02
   1.168e+21    1.566e+04    4.653e-04    1.230e-01
   1.168e+21    1.646e+04    7.591e-04    1.533e-01
   1.168e+21    1.730e+04    1.213e-03    1.891e-01
   1.168e+21    1.819e+04    1.900e-03    2.311e-01
   1.168e+21    1.912e+04    2.921e-03    2.800e-01
   1.168e+21    2.010e+04    4.410e-03    3.363e-01
   1.168e+21    2.113e+04    6.547e-03    4.009e-01
   1.168e+21    2.221e+04    9.560e-03    4.746e-01
